doy.dayfract;datetime [UTC];SZA;Lat;Lon;temp1 [C];temp2 [C];temp3 [C];temp4 [C];h1 [%];h2 [%];Voltage;Pan;Tilt;cyclenr;Incoming at 750nm [W m-2nm-1sr-1];Reflected 750 [W m-2nm-1sr-1];Reflected 760 [W m-2nm-1sr-1];Reflected 687 [W m-2nm-1sr-1];Reflectance 750 [-];Reflectance 760 [-];E_stability [%];sat value L;sat value E;sat value E2;Dynamic range E [%];Dynamic range L [%];DC_fluo;DCL_fluo;SIF_A_ifld [mW m-2nm-1sr-1];SIF_B_ifld [mW m-2nm-1sr-1];SIF_A_sfm [mW m-2nm-1sr-1];SIF_B_sfm [mW m-2nm-1sr-1];A_sfm_conv;B_sfm_conv;check;cyclenr;Incoming at 750nm Full [W m-2nm-1sr-1];Reflected 750nm full [W m-2nm-1sr-1];PAR inc [W m-2];PAR ref [W m-2];APAR [umol m-2 s-1];E_stability full [%];sat value L full;sat value E full;sat value E2 full;Dynamic range E full [%];Dynamic range L full [%];DC;DCL;SSHIFT [nm];gps_CPU;wr_CPU;veg_CPU;NDVI;PRI;MTCI;SR;EVI;REP;TCARI;REDCl;MCRI;L800
164.3758564814815;2025-06-13 08:01:14;44.48357240542192;42.85811;11.05425;28.87;20.07;42.7;26.0;27.8;56.1;11.77;0;0;11;0.330916001005044;0.1087524774462225;0.0678572167624079;0.0145454981195202;0.3420848394839169;0.3572035699114145;0.0197240850771907;0;0;0;80.13749999999999;72.2245;2178.7548828125;2179.5146484375;1.4297775639752877;1.0053121357116164;1.4789229923237972;0.9671167852377408;True;True;0;11;0.3210029025204299;0.107738939025117;375.934802262281;16.154731176362343;1262.2849659425806;0.0116237701236278;0;0;0;76.23148148148148;77.18518518518519;1857.0;1863.0;-0.3934333010290061;678319;685832;683978;0.7908576931213928;-0.0470166324669398;1.6446871250284552;0.9877677807986498;0.5843814360619782;660.9020069571208;0.0722843991582014;0.995515405587134;-2.44014781183415;0.1049805251043342
164.3762847222222;2025-06-13 08:01:51;44.3724219774351;42.85811;11.05425;29.0;20.07;43.0;26.4;27.1;58.8;11.07;0;0;12;0.3319633517590903;0.1090031879388759;0.0680471454705022;0.0146125012438204;0.3421790555060578;0.356765522316471;0.0678938718022603;0;0;0;80.13900000000001;72.269;2177.564453125;2177.927734375;1.3894142547417965;0.9168479481425;1.4522160772460324;0.957008477516736;True;True;0;12;0.3228111618557772;0.1087113788886024;377.7798818788184;16.17962499338045;1274.2935245032008;0.2365400653366667;0;0;0;76.33148148148148;77.19074074074074;1854.3333333333333;1855.6666666666667;-0.3934333010290061;715516;723028;721175;0.7925576402993667;-0.0442027116555171;1.6597637517853263;0.9932917865395158;0.5874533839673614;660.646678185828;0.0723853622609121;0.9933598541279428;-2.4380367624903294;0.1058232526994193
164.37774305555556;2025-06-13 08:03:57;43.99427292140532;42.85792;11.05416;29.0;20.07;43.9;25.9;26.7;52.0;11.73;0;0;13;0.3349095498532902;0.0901388392140098;0.0553578068762705;0.0200259938050828;0.2783840243334796;0.2889749386968412;0.0126078717812609;0;0;0;80.09150000000001;59.181;2174.2060546875;2174.3681640625;0.9007651842899548;1.057983051767475;0.869883455714967;0.9230194274213892;True;True;0;13;0.3251119848710819;0.0865350494662146;380.87312542128194;20.07218459314897;836.6947565637647;1.2053407561885616;0;0;0;73.1574074074074;76.5925925925926;1842.6666666666667;1859.3333333333333;-0.3934333010290061;841033;848547;846691;0.6450308975525312;-0.0822545555040009;0.9308223419526136;0.9981285300738768;0.4067465557009728;654.6347221551964;0.0530395884994118;0.738842535454673;-2.2942535690823416;0.0836340847160378
164.37815972222222;2025-06-13 08:04:33;43.8863113832176;42.85792;11.05417;29.06;20.07;44.2;26.1;26.1;59.8;11.73;0;0;14;0.3355859908508585;0.0903789992977978;0.0556642857538807;0.0201233725491037;0.2784668360014773;0.2893731209157247;0.1287272547851256;0;0;0;80.09049999999999;80.0005;2172.7919921875;2343.97265625;0.7183538172947248;1.047630161716523;0.8568522881751067;1.009441060864389;True;True;0;14;0.3271286661267396;0.0868254619702145;381.5979362478572;20.067045498483715;845.0922247610932;0.5131500013778529;0;0;0;73.98518518518519;77.03518518518518;1818.6666666666667;1839.6666666666667;-0.3934333010290061;876954;884467;882611;0.6476081110735353;-0.0828716891687235;0.9397585723290304;0.993388205333147;0.4093060668805535;654.6648114047398;0.0534552436656338;0.74244281987221;-2.2985595392864013;0.0839782302660962
164.3786111111111;2025-06-13 08:05:12;43.76941300309665;42.85793;11.05417;29.19;20.07;44.4;26.5;25.8;59.2;11.03;0;0;15;0.3366132951463617;0.0904816102031013;0.0557009298410777;0.0201246945567892;0.2777769867754159;0.2891020983110861;0.0040711175619168;0;0;0;80.078;79.9525;2170.8837890625;2342.0126953125;0.923061274548964;1.058055353669613;0.9307822974774652;0.8666545886516807;True;True;0;15;0.3275193219385776;0.0870840152568775;382.5180515544535;20.1608192351034;845.2340064993501;0.1261030893805934;0;0;0;73.79629629629629;76.73148148148148;1813.0;1840.3333333333333;-0.3934333010290061;915999;923511;921657;0.6469229021821381;-0.0839007124893206;0.9343709686457384;0.9925292429716608;0.4085496767111417;654.8679014582966;0.0523694784901435;0.7307480135200017;-2.2790516435332098;0.0837001203379209
164.3790625;2025-06-13 08:05:51;43.65256558439444;42.85793;11.05417;29.19;20.07;44.6;26.4;26.0;57.5;11.04;0;0;16;0.3376643681750323;0.0907681268571357;0.0557846942658941;0.0201937510828826;0.2780608388092836;0.2889850908074968;0.0740511688485003;0;0;0;80.2115;80.1125;2169.662109375;2341.2861328125;0.8679429361976476;1.0624967870176656;0.8513177678272091;0.9733861457776488;True;True;0;16;0.3273709264908339;0.0869173840849158;384.1002212572814;20.24148520435256;850.5995029777694;0.4542426211646487;0;0;0;74.1888888888889;76.36481481481482;1819.3333333333333;1817.3333333333333;-0.3934333010290061;955197;962707;960854;0.6476332006603354;-0.0824429090210068;0.941413399874554;0.9963760228013944;0.4090464190510853;654.6605070930584;0.0534500669006838;0.7411827917543574;-2.29750654386136;0.0839452861669176
164.37947916666667;2025-06-13 08:06:27;43.544753972902015;42.85793;11.05417;29.19;20.07;44.8;26.1;25.9;54.2;11.01;0;0;17;0.3381792993043558;0.090945100915035;0.0557958874314919;0.0202299680334721;0.278212097554636;0.2888388823732267;0.0347399306438078;0;0;0;80.2375;80.10549999999999;2169.51171875;2339.537109375;0.7489757021710163;1.0157448454195466;0.8213300350968139;0.8890825970610905;True;True;0;17;0.3284277489176333;0.0874940553599667;384.5652138775537;20.292715192961627;848.5313263533111;0.527170768853142;0;0;0;73.68518518518519;76.55;1830.0;1834.0;-0.3934333010290061;990908;1000123;998270;0.6464767824902723;-0.0761682290918661;0.9360703700262692;0.993985944415497;0.4077712238403789;654.443414161258;0.0536203721589421;0.7278954142829452;-2.274903359090556;0.0842072482883846
164.37947916666667;2025-06-13 08:06:27;43.544753972902015;42.85793;11.05417;29.12;20.07;45.1;25.9;25.5;52.3;11.66;0;0;18;0.338626763503448;0.09081701504106;0.0557982991478544;0.0202867295795066;0.2773627902785749;0.2885915767403487;0.0372265560682999;0;0;0;80.166;79.95649999999999;2169.1220703125;2339.296875;0.6720616068290646;1.053862906362578;0.836371311528454;1.0206866532673764;True;True;0;18;0.3274431808650572;0.0877193003604454;385.9939121125103;20.430198950783897;847.7754630254851;0.3096273520724423;0;0;0;74.25555555555555;77.12407407407407;1828.3333333333333;1838.0;-0.3934333010290061;990908;1037351;1035497;0.6450445669008097;-0.0816631063692386;0.9333984483657862;0.99026604106924;0.4073590954235569;654.7873941860034;0.0534482262515145;0.7281283820495885;-2.278259078727022;0.0847088718458686
164.3803472222222;2025-06-13 08:07:42;43.32029606442198;42.85793;11.05417;29.19;20.07;45.4;26.0;24.9;60.6;11.66;0;0;19;0.3391884791348263;0.090970217394591;0.0559235128458176;0.0203192402818378;0.2771775790399975;0.2881259872827432;0.0615199770123671;0;0;0;80.1435;79.8685;2168.291015625;2337.666015625;0.9060457827011976;1.2701399671697764;0.834875278920728;1.0151439856037852;True;True;0;19;0.3299701892609554;0.0877332122262768;386.6413378235055;20.38673772855548;852.082457584606;0.6671885558720929;0;0;0;74.42222222222222;77.00555555555556;1803.0;1814.3333333333333;-0.3934333010290061;1065934;1073444;1071590;0.6460722953645226;-0.0807417885723951;0.9399334926784992;0.9935159684691536;0.407256657480131;654.6855190385229;0.0533324928575619;0.7371659537845812;-2.293444913506854;0.0845148223232379
164.38077546296296;2025-06-13 08:08:19;43.20963934074717;42.85793;11.05417;29.25;20.07;45.5;26.5;24.7;60.3;10.96;0;0;20;0.3399235982227011;0.0910809723163708;0.0560269260913007;0.020361117142569;0.2775275955140192;0.2879023747219497;0.0230127485819914;0;0;0;80.158;79.777;2166.931640625;2336.580078125;0.7534130493654578;0.9734999215255856;0.8273607503776953;0.9502234588271576;True;True;0;20;0.3297402627866624;0.0880136476357099;387.04811946309405;20.45318796167106;856.4563161101839;0.6536488835322559;0;0;0;74.72407407407408;77.37037037037037;1812.0;1815.6666666666667;-0.3934333010290061;1102867;1110377;1108523;0.64742909487608;-0.0798585910556322;0.9240724799121228;0.9966338385713372;0.4101676706063705;654.3128639585891;0.0535756299223683;0.7416231856522495;-2.3001618896498357;0.0848300010269732
