wl;150625_080838;150625_080914;150625_080941;150625_081012;150625_081437;150625_081506;150625_081532;150625_081558;150625_081624;150625_081837;150625_081904;150625_081930;150625_081956;150625_082146;150625_082212;150625_082243;150625_082313;150625_082631;150625_082716;150625_082747;150625_082814;150625_083226;150625_083253;150625_083320;150625_083346;150625_083411;150625_083555;150625_083621;150625_083650;150625_083849;150625_083915;150625_083945;150625_084017
647.19440154291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
647.373063182974;0.23694874375052652;-0.23694887873551576;0.9477952703090502;-0.4738976513114239;-0.3159319054851379;-0.11847434922961672;0.0;-0.2369489562684317;0.0;-0.23694864753820602;0.0;0.23694888898485975;0.4738977606033608;-0.23694892543673243;0.03422311993767126;0.0;-0.23956175798214527;-0.0;0.19341140186882397;-0.048352866665326746;0.1934114400734907;-0.9670574799273786;-0.09670567914844203;-0.04835284160643886;-0.48352887375871095;0.29011711877673463;0.0;-0.0;-0.06447048635544597;-0.0;0.0;0.23280923761472141;2.3280938778266695
647.551686691633;-0.0;-0.1185394639808104;-0.11853949988010123;0.0;0.0;0.0;0.0;0.3161053406893372;0.0;0.0;0.0;-0.35561828262231626;-0.47415795875189765;0.0;0.02282795631995202;-0.4109030097903142;-0.06848384564730442;0.0;-0.3870351654003907;-0.0;-0.2580234222156067;-0.29027635258411294;0.38703534945723966;-0.11611056899544897;-0.9675879738596151;0.0;-0.19351782626136382;-0.2709249326208992;-0.3870351713168282;0.04837940674315787;-0.3494052775986086;0.1035275621884708;0.0
647.730272075885;0.2372100535317686;0.18976805783591483;-0.9488406427754814;-0.23721011890633467;-0.7116305676497215;-0.8302346791632165;-0.2372101309965323;1.1860511649092658;0.3558151758499859;0.0;0.0;0.04744205309647997;-0.23721027337444134;-0.7116304069212159;-0.03426088079707673;0.2055652115732636;0.18272466101442839;0.0;0.1452185338166234;0.0;0.0;0.09681236228865787;0.0;0.2904372178114309;-0.03872493392172414;0.5808741671995318;-0.0;0.38724941498219834;0.0;0.04840617543710701;-0.3107542730511625;0.9322637330489163;0.23306598580187066
647.908819342726;0.02572342282563292;0.025758978670199134;0.025703099264967187;0.025595200974402182;0.058652645962632144;0.0659695303834747;0.06577779955531393;0.066076420965473;0.06611677583472383;0.05469492306045451;0.05388467356818626;0.053990187674850955;0.05395880759831018;0.039400808551473245;0.03947416137692845;0.03935231826448464;0.039210750659214096;0.08967773524197452;0.09031769328056868;0.08993112418535226;0.0904186315643607;0.07709357742640806;0.07742417651803829;0.0774765598278658;0.07713755439900874;0.07739884703225981;0.07898672075009294;0.07902499097368167;0.0790431919510565;0.08401604674705153;0.08447224724236523;0.08351077850563049;0.08413077662675754
648.087328499156;0.025901891354690072;0.02583368113701095;0.025664995833966107;0.025492060508459778;0.05871281384302969;0.06592898694401587;0.06572617303709274;0.06583409135017104;0.0660238273531001;0.053972140165609084;0.054123965023945446;0.05418418422210786;0.05405003376701142;0.039253130251788004;0.039369437180566916;0.039230832536883635;0.039283485667680286;0.08950659123285268;0.09067407679314718;0.09018695107407113;0.09013352008782811;0.07650185893490848;0.07761858376991869;0.07696293033770327;0.07690729279942127;0.07780002062860063;0.07889564689837057;0.0790013398501201;0.07892883398332344;0.08380302914507848;0.08410197958746202;0.084050075026619;0.08423192011352429
648.265799552171;0.025751740418634764;0.025741268890647966;0.025967387959832715;0.02544825969570151;0.05880450354230166;0.0658663642565977;0.06633461776947389;0.06662152065586274;0.06599995024050483;0.05409632564528622;0.054264613210555895;0.053997518585988086;0.05383807836130097;0.03926229512899991;0.039648351300963496;0.03921323369260486;0.03964771243408113;0.08952835118603333;0.09034144607667692;0.09014045972936428;0.09034813530678625;0.07721258697157163;0.07718147242182634;0.07739585049186073;0.07764364839315138;0.07748707782734839;0.07918095581694527;0.07902974334274071;0.0790582347305005;0.08421375851359265;0.08415785439689936;0.08400026643118177;0.08388986979399554
648.444232508769;0.025649833124915148;0.025555067530909033;0.025701906921609473;0.02554682953573869;0.058826110188595904;0.06583527271457335;0.06584971055992156;0.06580569032701401;0.06603146146560672;0.0540704758162855;0.05390212452499199;0.05409789912674474;0.05420142605560007;0.03918734010306433;0.03934138134919873;0.039323903562771885;0.03945747936057785;0.08945689447199656;0.09055237748225219;0.09013893465379547;0.09001618464860184;0.07727547897908232;0.07733341808270475;0.07701795198421761;0.07694072784495865;0.0770831412365953;0.07877089960638357;0.07895478028251082;0.07917356821022285;0.08406668055666033;0.08395493279851618;0.08381743397990567;0.08424884304207343
648.622627375947;0.025670736148145634;0.025513781955589995;0.025882797550768166;0.02573364591809779;0.05863926161474628;0.0655739607365918;0.0660808771500433;0.0661203718199406;0.06614498591893993;0.053997733466869986;0.05395760876551591;0.05417644752382475;0.054328917455786524;0.0393584369301344;0.03925798348614383;0.039413307840733804;0.03920020914596645;0.0890742115517251;0.09049997126429596;0.08995657445345163;0.09012756549880761;0.0767318612107481;0.07711723292890015;0.07720631536486675;0.07733558325825446;0.0767561702778468;0.0785504259401696;0.0786456448062998;0.0789504853976593;0.0844220715716691;0.0840090494816109;0.08384023953457417;0.08417587560566508
648.800984160704;0.025764670164558686;0.025744787972186794;0.02584768405695406;0.025375456224923584;0.05891603726299263;0.06580097091519074;0.06576131068494323;0.06596425583581685;0.06602744801670885;0.054046483510788584;0.054124178845919635;0.05410119896373684;0.05410126543878853;0.03940626450048276;0.03939270574406575;0.039267115500254884;0.03936008001874712;0.08941182575113957;0.090074242345903;0.08996479282147604;0.09019069617883657;0.07660440934694229;0.07739030530861062;0.07718633607015583;0.07771422597063568;0.0774840223362584;0.07872743425005232;0.07931266321766894;0.0785990501341854;0.08425945180367317;0.08386028528880034;0.08379262796022187;0.08386889763868285
648.979302870036;0.025924173375735517;0.025718530546794485;0.025683420185863545;0.02556963099680244;0.058628846499476944;0.06602546227374341;0.06569708545450344;0.06551900798839415;0.06585442343513068;0.05412110837547608;0.05406291275199398;0.054021587664966654;0.053989784328899254;0.039335773428725115;0.039391381094528236;0.03936742094144056;0.03982995442782719;0.08983714250193775;0.09028566954181157;0.08975771615506452;0.08987888589607074;0.07697552010061749;0.07715739538103575;0.0773980285706721;0.07701666494350531;0.07720949904567588;0.07874555965879326;0.07891266857728446;0.0786259576093445;0.08405940810540463;0.08401634678087604;0.0839238886834813;0.08413024828090905
649.157583510941;0.025897846158352805;0.025728494530319067;0.025766146364402324;0.025502067806963073;0.058886541857996244;0.06577689233243975;0.06543948757511175;0.06588933469301209;0.0661258557168962;0.05401854118378919;0.05370851874153326;0.054025381908727965;0.05421179891630242;0.03931665017665204;0.03938951567247397;0.039552057445185626;0.039358074031874295;0.08956534664014375;0.09009759203599584;0.09016131148606857;0.08976756567501255;0.07719460044993463;0.07725314609155481;0.07716371508077013;0.0770309074497352;0.07695918430095225;0.07874328552813341;0.07906955910392541;0.07872188536931296;0.0842191031162621;0.08374017185806679;0.08395925957447074;0.0843312721756571
649.335826090417;0.02569533295361885;0.025614422270679272;0.02582617960380427;0.025538304573657918;0.05858217298609569;0.06582504130901501;0.06594870235086005;0.06583087729761186;0.06569222804612919;0.053858903578651716;0.053857475683320284;0.05402993465741163;0.053938068216426584;0.03924880499709858;0.039601432761135466;0.03921216491304699;0.03945307905160981;0.08965158921580506;0.09014290530946828;0.08997681033491546;0.09044702212351383;0.07708824477975089;0.07710870392791722;0.07733329596868448;0.07708608801284744;0.07727074117889074;0.07848383178512869;0.07890454463807124;0.0785704936229616;0.08399467467733782;0.0842255059229072;0.08379282015959116;0.08437351497927847
649.514030615461;0.025750822238070663;0.02553957923795107;0.025536283886712138;0.025628348079133757;0.05901198881425247;0.06581953142716225;0.06570638360808635;0.0657827192987163;0.06597295967782875;0.05391583807902433;0.053851892387190174;0.0536832055875979;0.05369833782578327;0.039301810557886854;0.0396037085172318;0.03931344674871858;0.03941091651878914;0.08936231149462275;0.08985647834703593;0.08966165319867121;0.09018684406830217;0.07639064382420628;0.07718495463629844;0.07687515183608647;0.07686302105423803;0.0768486413092927;0.07861864034236601;0.07893873998779684;0.07846082475986509;0.08395594168983732;0.08363705509654047;0.08386262890998751;0.08358136627926899
649.692197093072;0.025543094915733467;0.025591439328618137;0.025502565314788013;0.02541773988053091;0.058374322976089986;0.06571903099665438;0.06596760361900478;0.06588691618545425;0.06588271274623422;0.05414847162198719;0.05357010676077593;0.05397097226169533;0.05390999207161124;0.039446752293061174;0.03926300917152809;0.039095326143788696;0.039309357856208434;0.0894805584283079;0.09009749121925022;0.08998342190939027;0.0898431383943428;0.07669288384182464;0.07675351581528948;0.07695848648244732;0.07696822483660214;0.077206465632695;0.07848663957741245;0.07852676480189777;0.07855519847351349;0.08394362911234893;0.08337762351726627;0.08359910285777349;0.08390431792913254
