wl;150625_123918;150625_123947;150625_124016;150625_124016;150625_124107;150625_124139;150625_124202;150625_124228;150625_124258;150625_124323;150625_124349;150625_124427;150625_124452;150625_124521;150625_124545;150625_124616;150625_124640;150625_124705;150625_124729;150625_124753;150625_124817;150625_124842;150625_124908;150625_125002;150625_125002;150625_125051;150625_125115;150625_125139;150625_125203;150625_125229;150625_125253;150625_125318;150625_125343;150625_125407;150625_125432;150625_125456;150625_125520;150625_125545;150625_125609;150625_125634;150625_125659;150625_125722;150625_125749;150625_125815;150625_125839;150625_130442;150625_130527;150625_130553;150625_130616;150625_130645;150625_130708;150625_130740;150625_130740;150625_130845;150625_130910;150625_130910;150625_131003;150625_131028;150625_131053;150625_131117;150625_131143;150625_131207;150625_131232;150625_131257;150625_131257;150625_131347;150625_131413;150625_131438;150625_131503;150625_131619;150625_131619;150625_131711;150625_131711;150625_131804;150625_131852;150625_131918;150625_131944;150625_132009;150625_132009;150625_132107;150625_132133;150625_132158
647.19440154291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
647.373063182974;0.0;1.8485061723343069e-06;1.2976530456017455e-05;3.692027477887749e-06;-9.247083529654788e-06;-1.8514823537800477e-06;-5.563490406416284e-06;-3.701062333126101e-06;9.266616345744222e-06;0.0;1.8529692478743538e-06;-9.60546618341107e-06;0.0;5.7597855494356675e-06;1.3431112321286746e-05;0.0;-7.706796945820753e-06;0.0;3.851698000358147e-06;-3.842782132508863e-06;0.0;5.778103170168001e-06;9.630729638533146e-06;-9.641000943870143e-06;0.0;1.1583514542257896e-05;3.8639278549969984e-06;5.789529468505708e-06;-3.6645394784117364e-06;-5.7820189222081335e-06;-3.875013476716465e-06;-5.810102417096824e-06;-5.8143193389855025e-06;1.165505165242713e-05;1.941846539716379e-06;3.894964156487874e-06;1.957927559607287e-06;5.897386416356844e-06;1.9694575802057094e-06;-3.951266346887473e-06;3.959295633878105e-06;-1.1874908830281887e-05;-3.9443156806956485e-06;-1.9398347281870967e-06;0.0;0.0;-3.7916607064673937e-06;3.7834816982507795e-06;-9.44134622676611e-06;-9.406868181652965e-06;5.62923824624888e-06;0.0;1.8744057526758771e-06;9.34045657968388e-06;9.328031064296292e-06;5.641136915970592e-06;1.8768804852335962e-06;-3.749830897024569e-06;1.8715556245768527e-06;7.4757866843424885e-06;1.872863761872109e-06;9.368524130138695e-06;1.874829400158557e-06;5.6187119585852494e-06;0.0;-5.637876239094884e-06;7.509056718989684e-06;0.0;3.7775246139694462e-06;-1.8974264370580335e-06;7.606751154114092e-06;1.4973909704766927e-05;-2.1322636724092523e-06;2.127826588948892e-06;-2.119558568210379e-06;-2.118274512468235e-06;0.0;-5.04577570742998e-06;-2.072858641148148e-06;0.0;-1.7689876337436956e-06;1.6165210054972807e-06
647.551686691633;-1.8383343220300947e-06;-1.6577612384491245e-05;-1.8472218466815557e-06;-5.518418056136575e-06;-3.6857251230342505e-06;-5.534764605166964e-06;-1.8479247837061073e-06;-5.531920767638826e-06;1.8467561864433499e-06;7.399607258453651e-06;7.385610052202935e-06;-1.9142849438137947e-06;3.830768164655947e-06;1.9131251556716457e-06;5.735794455538799e-06;-9.597473404065413e-06;-5.759614438620879e-06;-1.9178973995416215e-06;-1.3433179203986233e-05;0.0;0.0;0.0;1.9193208045235e-06;5.764098510783046e-06;5.765702524601553e-06;-3.847490882457918e-06;7.700469514163778e-06;1.9230046623499337e-06;-1.8257766175684484e-06;-1.92050947978333e-06;1.930640411548419e-06;-1.929837470383987e-06;-3.862476529966456e-06;1.935625641736121e-06;1.934965239930299e-06;5.821742015274814e-06;1.950989273691525e-06;-3.917659982725029e-06;0.0;3.937263184773905e-06;5.917897268514709e-06;-1.9721372842698608e-06;0.0;1.9329602866576407e-06;0.0;-3.8117270241511387e-06;1.8891117232937069e-06;5.655110928309885e-06;-1.1289467631212902e-05;1.8747058456422328e-06;0.0;1.8644579992181789e-06;3.73552662216726e-06;-5.584417277350462e-06;-5.576988383246788e-06;0.0;0.0;-3.7365426633656413e-06;-1.118954597041658e-05;0.0;0.0;3.734130784418032e-06;-3.736371962110516e-06;0.0;-1.8689407998159925e-06;5.617894997670023e-06;-3.741225053292131e-06;0.0;1.8820692531676284e-06;5.672106054169702e-06;3.789898129398774e-06;4.26310058971693e-06;-8.498832160337448e-06;2.1202862337499234e-06;0.0;-4.221536309507429e-06;-6.112016893761341e-06;0.0;4.13102528171404e-06;-1.6714382552532677e-06;-3.525438031266793e-06;-4.8323790290180746e-06
647.730272075885;1.8317978084880308e-06;1.8354065092952545e-06;1.8406537320185512e-06;3.6658634776722793e-06;0.0;9.1918041307492e-06;-7.365419258935884e-06;-9.187087696025463e-06;-5.52057150392036e-06;3.6866493757483333e-06;-5.519515417290902e-06;-3.814957551690757e-06;0.0;7.62529030642578e-06;-1.5241080155099575e-05;3.82533783535787e-06;1.913044778569338e-06;-1.9110782537167267e-06;1.9122013718982883e-06;7.631096372188232e-06;-5.724728693225352e-06;-5.737158354552503e-06;-3.824993999701405e-06;-7.658142521507676e-06;3.830135191315776e-06;-5.750716910358206e-06;-3.8365467375972e-06;-1.9161676261111786e-06;-1.8192850101436413e-06;-9.568407913916836e-06;-3.847552724041416e-06;7.691900788261742e-06;1.924371280671653e-06;-1.9287437329626696e-06;1.156850839526683e-05;1.9336811460395473e-06;7.776208238398182e-06;5.8555938727226505e-06;-1.9555010544920317e-06;0.0;1.9656189405681947e-06;9.825622299668113e-06;3.916362711500265e-06;-9.630441969518418e-06;-7.776775310676503e-07;9.495431104931477e-06;7.529578119174118e-06;-7.51334235230643e-06;-5.624662601686911e-06;-5.604122377203098e-06;9.315575304680444e-06;5.573485794982407e-06;0.0;-7.419416122678269e-06;1.8523858880503094e-06;-1.8670539620957187e-06;-5.590740799688501e-06;-5.5848862900396264e-06;5.57487707449525e-06;7.422808615898684e-06;-5.578776021241069e-06;0.0;3.723086127689948e-06;3.719263111036903e-06;1.8622954596833975e-06;1.8659737255484709e-06;-5.591884902837886e-06;1.8679861832324895e-06;5.626131697309113e-06;7.535917736468973e-06;-7.552849225346966e-06;1.4867795278726391e-05;8.468609540748107e-06;6.338241574794025e-06;-2.1045380595149546e-06;0.0;-4.060189996457809e-06;3.340010967106222e-06;-2.0581690771461305e-06;4.996484807273082e-06;-5.269355203741056e-06;8.025324415569109e-06
647.908819342726;0.011981230500066706;0.011650626567728951;0.011931126013629884;0.011968591804648461;0.011875568379838294;0.012958541086454167;0.0122159098273585;0.01184617104992099;0.012103849620812474;0.011594531308695494;0.01502712407658294;0.012299768901261793;0.01233341398181259;0.013206287344312416;0.012284650774557903;0.012565359984778694;0.013692367115839932;0.012708886852430662;0.012687826341737487;0.012612908685892965;0.01208449239150865;0.012207755091485408;0.012619396887977915;0.012531911270673242;0.012415382924014258;0.012249953970591494;0.01260408329537372;0.012128961028686767;0.012431416248325564;0.012461596937045323;0.012035499616496371;0.012361439326214913;0.012425926191146911;0.012256533433414006;0.012461416791397797;0.012368702678903006;0.011957344487750295;0.012749078290367264;0.012753374702181068;0.012455773391074516;0.012610143305950002;0.01217297730917405;0.01176760664025136;0.011176136631030236;0.004503967105504407;0.011482387932550107;0.011491958926850253;0.011325147779248965;0.01139576011077024;0.010839316678418452;0.011220409503975945;0.011105393247694792;0.011147301793132603;0.01116511504263477;0.011035997361145519;0.011251556591035335;0.011234329434643555;0.01117996540757663;0.011235735649378872;0.011140686227702146;0.011300942222826843;0.011496662713754045;0.011301690731939009;0.011713751696392492;0.011226587305417793;0.011204205621442897;0.01157042377147722;0.01131850555951959;0.011505091000566342;0.012922207119446598;0.013144671580523905;0.013552080626071454;0.013500148381741475;0.01386297077776764;0.013735830715716837;0.013645912693582096;0.012147250817176328;0.010642242761490114;0.01321412057124868;0.010550539823731738;0.012243152111328481;0.009822823678732015
648.087328499156;0.011905662485239488;0.011663503314852906;0.011729689189297237;0.011894865456970593;0.011904045852011451;0.012908512773426702;0.012051728493188299;0.011765521359452193;0.01202769337573129;0.01137944056153375;0.014925947628509486;0.012117718673843076;0.012268457236945312;0.013111784215202529;0.012144369700353617;0.012493841741605506;0.013618710678073215;0.012534592124108073;0.012596923957184336;0.01241081423646047;0.01197314044498669;0.012078754456471275;0.012534418667386322;0.012382682352896515;0.012247557367576975;0.012208005774047457;0.012541855391350732;0.012045658299391407;0.012186775206164029;0.012282315343080904;0.011748319253863364;0.012244760277782858;0.012339483956326534;0.012193543064797844;0.012391966862551305;0.012245843385954861;0.01189912631856086;0.012527387250563685;0.01273679832073659;0.01220312813695889;0.012362372510138695;0.011981353420249117;0.011775957253626132;0.011101759744321503;0.004436187114396701;0.011443169765976964;0.01135378777804901;0.011204539614717051;0.011223004668970426;0.010761625234051735;0.011128530173726732;0.011052749350947143;0.011131385944177547;0.01097988187547548;0.011044240665478204;0.011263107061443562;0.01104631801276966;0.0112377596969312;0.011285785039323955;0.010856127964969707;0.011319481741403325;0.011525591466745245;0.0111320563716907;0.011461673696019822;0.011293479781954994;0.011188148489140761;0.01140336107992459;0.011203918600842468;0.011428586150584173;0.01289275693578873;0.013013412065850896;0.013288822104560848;0.013420346085007511;0.01379659595784808;0.013634513973791498;0.013640847154952025;0.01215810906580754;0.010562764842352641;0.013250464465254;0.010357585792461906;0.012213253778261154;0.009588767725633536
648.265799552171;0.011739880399412499;0.011625238736638635;0.011742099678647384;0.011890159601387123;0.011879427719250388;0.012961991016381907;0.012113918289853904;0.011790409704223839;0.01203174729833873;0.011367701988240136;0.014843283291011238;0.012121296168139865;0.012182924190280178;0.013128696770365557;0.012206123210653301;0.012532083861598178;0.013550908556070475;0.01261413982051115;0.01254223896537044;0.012460447410326272;0.012046992824053445;0.012124147556638641;0.012557396788460361;0.012447878237933726;0.01216006637746226;0.01216794655424857;0.012496810598100124;0.012110272291109449;0.012175345302756078;0.012353494649518355;0.011823936922511344;0.012267256356644819;0.012245749825678704;0.012086884254390143;0.012446481697225818;0.012287804766604505;0.011896714809536055;0.012497816510525768;0.012723885261338006;0.012223238336887987;0.01238592207177161;0.01196355554644659;0.01174526880072341;0.011016221705161467;0.004428705106238011;0.011409574495296124;0.011415275642951361;0.011240369684963922;0.011258628257672423;0.010619632150617718;0.011084880649618531;0.010972678742193296;0.01107486121316695;0.011063206747909124;0.011004574641444031;0.011196835576983453;0.01109316476968911;0.011202915264251097;0.011236073692067654;0.010938123224761169;0.011265969323668228;0.011441931850196381;0.011145400672923899;0.011536227300633554;0.011241881480239862;0.011096355957150647;0.011213271663267483;0.011259627632466566;0.011433850088525545;0.012833428707851157;0.013013288350155642;0.01327256235044192;0.013533156208494348;0.013744958110619746;0.013600094381183061;0.013587700778254734;0.012102410615773468;0.010514931436879213;0.013265889321976303;0.010473372307650919;0.012148575771726684;0.009765193581244638
648.444232508769;0.011899466127372854;0.011615856841434636;0.011719709467863333;0.01188158119012836;0.011856494986040368;0.012777815533284793;0.012153612043352661;0.011744303854214457;0.011981144759181281;0.011457352526353515;0.014976169167668123;0.011968737799001618;0.012139020175325964;0.013006356570924592;0.012135888031093809;0.012483157278953532;0.013594300245060965;0.012540473538848901;0.012574188395495093;0.012342326505574434;0.011992311017783966;0.012080455357022195;0.01245944799453229;0.01241055544361228;0.01219351419322969;0.012203326575192798;0.012453663102346284;0.012017600776218471;0.012170852068554389;0.01217150055395247;0.011749139845805166;0.012245757150109183;0.012078522326211115;0.012166704453648201;0.012431985837225611;0.012213075536702804;0.01181940260628317;0.012500797795404778;0.01269727495315012;0.012204285946693118;0.012294860402412079;0.012040352924467831;0.01182821447226443;0.011029606484493913;0.004425758453584424;0.011276869754392347;0.011344495424645136;0.011138854581171042;0.01112763448410092;0.010673299120199044;0.011202634228213524;0.010940450428985764;0.011005641631568003;0.010933882184512701;0.010817236098146952;0.011057253873953928;0.010965145274896828;0.011047110144128732;0.01109864682756452;0.010935234829188581;0.011285766645088064;0.011384219289569272;0.011009961307374383;0.011439748469568899;0.011161044943828193;0.010995760573379754;0.011319623674931022;0.011112416962766021;0.011291129399463223;0.012835377679769071;0.013010980397047036;0.01318710625734828;0.013282285728212408;0.013587312768639863;0.013609071377708004;0.013431105834554164;0.01196488567285118;0.010449098916809516;0.01310263397045079;0.010294667776102034;0.012132446718972097;0.009609943797871985
648.622627375947;0.012124044722754532;0.011809610277784025;0.012018432674642336;0.011998564574187347;0.012159309370685342;0.01318394850550785;0.012346162976862009;0.011991892493104537;0.01221026104481684;0.011569561477023465;0.015152782817700241;0.01226773352438411;0.012426358879327842;0.013291984569335129;0.012484281581991403;0.012738064454528839;0.013773929102594286;0.012824898627501049;0.012866182805703136;0.012600721899779996;0.012261420746815826;0.012220538611814866;0.012706914751334415;0.012649128521392638;0.012498681164264915;0.012377228245524815;0.012686990479581207;0.012317979294108343;0.012462163066931148;0.012463360741591782;0.011897188079732241;0.012418310230599956;0.012542419539652763;0.012385586058469211;0.012600654919502702;0.01247796529257277;0.012081679435793346;0.012612528501251224;0.01307699902667266;0.012475608280853725;0.01271682239119619;0.012268520313474222;0.011881456887487093;0.01122962204202126;0.004536361957080479;0.011509857702457441;0.01138284985885765;0.011455922117974136;0.011456955848105842;0.010834397933194649;0.011335694538616149;0.01114320540497465;0.011166611089174432;0.011185384057478676;0.010996115142182914;0.011269941489537376;0.01113383836320995;0.011271878235480745;0.011313639457986257;0.011059479300962476;0.011359841731304825;0.011583865451859148;0.011267712307703766;0.011651852651383363;0.011485930270256264;0.011254273291192732;0.011370084359864772;0.011425777295567614;0.011450757976193653;0.013053083651174958;0.013058339432048122;0.013524717301395945;0.013616231303157587;0.014016697595506451;0.013780652176378912;0.01376611713335089;0.01223020207068429;0.010666768071575091;0.013364017779274625;0.010419124576134779;0.012333086094638466;0.00978138726482137
648.800984160704;0.012008475690499537;0.011720140215823257;0.011897504011580845;0.01196577331442343;0.012014733850303527;0.012931418711109317;0.01233194535681599;0.011876581115730558;0.012173148602410455;0.011500569111092753;0.015022358636695255;0.012195269253127453;0.012273128015403348;0.013210239984684695;0.012306841676362701;0.01256852834595062;0.01369779419106802;0.01272422665630791;0.012685007051720562;0.012547547392307281;0.012213203576862222;0.012247194393306526;0.01264025862467851;0.012590141082476419;0.012372883951379008;0.012266774420601966;0.0125397641286838;0.012220869174398557;0.012356524556307279;0.01251909239205318;0.011983711202592342;0.012422096572312583;0.012432992401710079;0.012280349258376368;0.01261897658707225;0.012387352491546823;0.011997955809024479;0.012683082775712876;0.012853804778668591;0.012380514251817423;0.012611152241830598;0.01212608758106827;0.011943576351236013;0.011250985163276796;0.004472787886674205;0.011577572078011758;0.011492364973789597;0.011423532314642458;0.0114208816797242;0.01078596015642002;0.0113236908137777;0.0112443633830139;0.011175193758840305;0.011181046409652519;0.011122734085874275;0.011260062628226715;0.011144426077544357;0.011272815656614124;0.011439628735615381;0.011111825009502403;0.011436723236592006;0.01163271795107826;0.011283213768218728;0.01163682868713972;0.011467909228576092;0.011224378164925242;0.011394392622330931;0.011422648102697457;0.011506324472996092;0.012989160417225228;0.013134531262757812;0.01360222222174227;0.013562690232308218;0.01395345676539121;0.01379438518410615;0.013697676590223652;0.012187810267109111;0.010639486106146977;0.013273304012599869;0.010469188519079445;0.012377548547212392;0.009783534815906214
