DOYdayfrac;UTC_datetime;filenum;SIF_FARRED_max;SIF_FARRED_max_wvl;SIF_RED_max;SIF_RED_max_wvl;SIF_O2B;SIF_O2A;SIF_int;SIF_O2B_un;SIF_O2A_un
166.547;15-Jun-2025 13:07:40;53;2.28998;745.2726;0.86393;689.8437;0.47227;1.85704;135.03013;0.052688;0.12118
166.5477;15-Jun-2025 13:08:45;54;2.37211;744.7996;1.0366;689.8437;0.72885;1.87539;136.73094;NaN;NaN
166.548;15-Jun-2025 13:09:10;55;2.19258;744.3263;0.82034;689.8437;0.43699;1.72307;122.99946;0.047154;0.11297
166.548;15-Jun-2025 13:09:10;56;2.3955;743.2209;0.85814;689.8437;0.51309;1.79401;134.94848;0.046595;0.10687
166.5486;15-Jun-2025 13:10:03;57;2.4117;744.0107;0.80031;689.8437;0.63737;1.74559;128.46711;NaN;NaN
166.5489;15-Jun-2025 13:10:28;58;2.33889;743.8528;0.84314;689.8437;0.5869;1.7346;122.76871;0.031946;0.10515
166.5492;15-Jun-2025 13:10:53;59;2.63459;743.5369;0.80624;689.8437;0.40427;2.00745;142.2181;0.050795;0.10799
166.5495;15-Jun-2025 13:11:17;60;2.36934;744.0107;0.76587;689.8437;0.54924;1.77891;127.42663;0.031101;0.10673
166.5498;15-Jun-2025 13:11:43;61;2.45725;743.0628;0.84397;689.8437;0.5136;1.81248;126.52932;0.037655;0.10419
166.5501;15-Jun-2025 13:12:07;62;2.34091;743.8528;1.114;689.8437;0.75151;1.83069;134.99804;0.04668;0.11505
166.5504;15-Jun-2025 13:12:32;63;2.54457;744.1685;0.78729;689.8437;0.49085;1.81443;121.58502;0.032012;0.10018
166.5507;15-Jun-2025 13:12:57;64;2.34209;744.3263;0.89874;689.8437;0.525;1.84876;133.77919;NaN;NaN
166.5507;15-Jun-2025 13:12:57;65;2.34268;743.8528;0.96386;689.8437;0.64924;1.82386;132.46008;0.0425;0.11287
166.5512;15-Jun-2025 13:13:47;66;2.46194;744.4841;0.82989;689.8437;0.48834;1.88589;133.89862;0.043109;0.10897
166.5515;15-Jun-2025 13:14:13;67;2.4794;744.0107;0.80477;689.8437;0.34405;1.95703;133.14849;0.052233;0.11407
166.5518;15-Jun-2025 13:14:38;68;2.41596;743.8528;0.8888;689.8437;0.45385;1.88076;132.56381;NaN;NaN
166.5521;15-Jun-2025 13:15:03;69;2.54369;744.1685;0.74625;689.8437;0.5831;1.92845;135.81971;NaN;NaN
166.553;15-Jun-2025 13:16:19;70;3.25214;744.6419;1.5291;689.5045;1.3271;2.65768;199.78856;0.052415;0.12797
166.553;15-Jun-2025 13:16:19;71;3.47686;744.9573;1.7844;689.8437;1.4023;2.85868;224.19399;NaN;NaN
166.5536;15-Jun-2025 13:17:11;72;3.29748;743.8528;1.6721;689.8437;1.2431;2.59873;204.61852;0.060957;0.12199
166.5536;15-Jun-2025 13:17:11;73;3.48832;744.3263;1.8293;689.8437;1.4827;2.73364;217.98607;0.048176;0.12146
166.5542;15-Jun-2025 13:18:04;74;3.40645;743.6948;1.7044;689.8437;1.2819;2.72855;202.34817;0.058286;0.12518
166.5548;15-Jun-2025 13:18:52;75;3.52765;743.2209;1.7937;689.8437;1.4851;2.6629;214.93315;0.04311;0.1164
166.5551;15-Jun-2025 13:19:18;76;3.30634;743.3789;1.8861;689.8437;1.4333;2.58868;203.01557;0.052458;0.1226
166.5554;15-Jun-2025 13:19:44;77;3.26985;744.1685;1.5179;689.8437;1.2698;2.4417;177.91568;0.026863;0.11261
166.5557;15-Jun-2025 13:20:09;78;2.7805;744.0107;1.414;689.8437;1.1294;2.178;169.03579;NaN;NaN
166.5557;15-Jun-2025 13:20:09;79;3.30702;744.0107;1.5404;689.8437;1.1656;2.57459;190.17414;0.045693;0.11794
166.5563;15-Jun-2025 13:21:07;80;2.58935;743.3789;1.2347;689.8437;0.82565;2.01062;150.70263;0.052175;0.10912
166.5566;15-Jun-2025 13:21:33;81;3.12815;744.1685;1.4718;689.8437;1.1689;2.46366;184.17513;0.042676;0.11712
166.5569;15-Jun-2025 13:21:58;82;2.47313;742.4302;1.0703;689.8437;0.75059;1.67703;130.38214;NaN;NaN
166.0001;15-Jun-2025 00:00:05;1;2.91716;743.6948;1.432;689.8437;1.0435;2.29955;175.58534;0.05074;0.11623
166.5607;15-Jun-2025 13:27:26;2;2.74098;744.1685;0.90638;689.8437;0.53979;2.17751;158.86433;NaN;NaN
166.5608;15-Jun-2025 13:27:35;3;2.87808;743.8528;0.92658;689.8437;0.55162;2.28178;170.22249;0.054554;0.11151
166.5614;15-Jun-2025 13:28:28;4;2.98226;744.1685;1.4142;689.8437;0.97598;2.34793;167.98821;0.053395;0.11792
166.5617;15-Jun-2025 13:28:51;5;2.85469;744.4841;1.0051;689.8437;0.66168;2.25205;166.14309;0.050282;0.11008
166.562;15-Jun-2025 13:29:17;6;3.0068;743.8528;0.9307;689.8437;0.65189;2.27138;167.32164;0.041149;0.10357
166.5623;15-Jun-2025 13:29:44;7;2.80663;744.6419;1.1512;689.8437;0.82702;2.21903;161.91787;0.045084;0.11069
166.5626;15-Jun-2025 13:30:07;8;2.84832;744.0107;0.92311;689.8437;0.7479;2.11921;153.19415;NaN;NaN
166.563;15-Jun-2025 13:30:40;9;2.85833;743.6948;1.1324;689.8437;0.80931;2.28016;175.25699;0.053814;0.11413
166.5633;15-Jun-2025 13:31:06;10;2.83295;743.6948;0.89102;689.8437;0.72926;1.96947;145.15717;NaN;NaN
166.5635;15-Jun-2025 13:31:30;11;3.05696;744.1685;1.6921;689.8437;1.498;2.31132;188.26948;0.027789;0.10926
166.5638;15-Jun-2025 13:31:56;12;2.33687;744.9573;0.77744;689.8437;0.57275;1.77227;127.47875;0.02902;0.096435
166.5641;15-Jun-2025 13:32:22;13;2.44994;744.1685;0.7682;689.8437;0.55723;1.84702;136.81667;NaN;NaN
166.5755;15-Jun-2025 13:48:42;14;2.43356;749.9853;1.4298;687.9765;1.4141;2.19038;162.11634;0.031238;0.14706
166.5758;15-Jun-2025 13:49:09;15;2.79967;744.9573;1.293;689.8437;1.1005;2.09396;150.16597;0.023234;0.11289
166.5761;15-Jun-2025 13:49:36;16;3.06857;743.5369;1.4328;689.8437;1.1943;2.19077;164.84134;0.023722;0.1053
166.5764;15-Jun-2025 13:50:01;17;2.94499;745.2726;1.0094;689.1652;0.96957;2.18488;150.93967;0.016904;0.11009
166.5767;15-Jun-2025 13:50:26;18;2.93821;744.9573;1.053;689.8437;0.89596;2.15582;154.1751;0.023606;0.10965
166.577;15-Jun-2025 13:50:49;19;3.07993;745.1149;1.2298;689.8437;1.0337;2.17684;151.61014;0.021408;0.10564
166.5773;15-Jun-2025 13:51:16;20;3.04849;744.9573;1.1821;689.8437;1.0595;2.28676;166.09059;0.022101;0.11317
166.5775;15-Jun-2025 13:51:40;21;3.04036;743.0628;1.197;689.8437;1.0048;2.13438;154.43327;0.022652;0.10394
166.5778;15-Jun-2025 13:52:05;22;2.86526;744.1685;1.121;689.8437;0.81135;2.10738;152.24448;0.033925;0.11024
166.5781;15-Jun-2025 13:52:30;23;2.89647;744.6419;1.2487;689.8437;1.0809;2.0894;153.13124;0.021972;0.10766
166.579;15-Jun-2025 13:53:46;24;3.25005;744.3263;1.1956;689.8437;1.0282;2.37955;181.22712;0.028274;0.10565
166.5793;15-Jun-2025 13:54:11;25;3.21816;743.8528;1.1063;689.8437;0.81044;2.42932;179.64768;0.038979;0.10752
166.5796;15-Jun-2025 13:54:36;26;3.26429;744.3263;1.1895;689.8437;1.0867;2.4608;171.8261;0.020546;0.11278
166.5799;15-Jun-2025 13:55:01;27;3.08092;742.7466;1.2062;689.8437;1.1348;1.84132;131.4888;0.017249;0.092291
166.5802;15-Jun-2025 13:55:26;28;3.26605;743.6948;0.99204;689.8437;0.84338;2.31812;169.2536;0.022557;0.10007
166.5804;15-Jun-2025 13:55:50;29;3.01914;744.9573;0.8877;689.8437;0.79824;2.25259;165.61038;0.027465;0.10464
166.5807;15-Jun-2025 13:56:15;30;2.83156;744.1685;0.8164;689.6741;0.75669;1.97344;134.88613;0.016566;0.096315
166.581;15-Jun-2025 13:56:42;31;3.15918;744.4841;0.91509;689.8437;0.71539;2.26813;171.80961;0.03462;0.1018
166.5814;15-Jun-2025 13:57:10;32;3.19215;743.6948;0.8876;689.8437;0.74758;2.41056;174.55;0.03147;0.10674
166.5817;15-Jun-2025 13:57:35;33;3.07983;743.5369;0.87698;689.8437;0.75066;2.15411;159.33296;0.023392;0.098105
166.5819;15-Jun-2025 13:58:00;34;3.10433;744.0107;0.88325;689.8437;0.79331;2.07903;155.86331;0.018261;0.094736
166.5822;15-Jun-2025 13:58:25;35;3.24794;743.8528;1.0763;689.8437;0.94076;2.41705;178.63299;0.02964;0.10491
166.5825;15-Jun-2025 13:58:50;36;3.42368;743.0628;0.94015;689.8437;0.77967;2.32952;178.82176;0.028748;0.097598
166.5828;15-Jun-2025 13:59:15;37;3.14102;744.0107;0.9092;689.8437;0.80779;2.28198;175.52309;0.033292;0.10232
166.5831;15-Jun-2025 13:59:40;38;3.32318;743.5369;0.90198;689.8437;0.79329;2.28534;172.2863;0.024485;0.09707
166.5834;15-Jun-2025 14:00:05;39;3.13229;743.8528;0.83406;689.8437;0.74214;2.18556;166.86652;0.026417;0.097932
166.5837;15-Jun-2025 14:00:30;40;3.00472;744.9573;0.99888;689.8437;0.88909;2.24324;173.08913;NaN;NaN
166.584;15-Jun-2025 14:00:54;41;3.26287;744.6419;0.85981;689.8437;0.78057;2.40018;174.73433;0.027872;0.10384
166.5843;15-Jun-2025 14:01:22;42;3.25228;743.6948;1.0335;689.8437;0.89234;2.39545;182.47407;0.032404;0.10319
166.5846;15-Jun-2025 14:01:47;43;3.16803;744.3263;0.79925;689.8437;0.74764;2.18194;164.03876;0.022825;0.096251
166.5852;15-Jun-2025 14:02:44;44;2.53612;746.2176;1.0076;689.8437;0.94741;1.77095;123.63049;0.016419;0.098606
166.5855;15-Jun-2025 14:03:09;45;2.47345;745.5877;0.79464;689.3349;0.76032;1.81386;126.28707;0.016599;0.10306
166.5858;15-Jun-2025 14:03:34;46;2.5187;743.8528;0.89169;689.1652;0.85498;1.68166;118.35586;0.016468;0.093118
166.5861;15-Jun-2025 14:04:00;47;2.02962;746.6896;0.63234;688.1464;0.6233;1.55401;102.44344;0.016148;0.10621
166.5864;15-Jun-2025 14:04:25;48;2.38792;745.1149;0.82253;688.1464;0.81202;1.73723;116.49113;0.016295;0.10092
166.5867;15-Jun-2025 14:04:50;49;2.29346;746.8469;0.72996;689.8437;0.67661;1.65362;111.05659;0.015705;0.099202
166.587;15-Jun-2025 14:05:15;50;2.3718;741.7971;0.97511;689.8437;0.91044;1.36256;114.87989;NaN;NaN
166.5873;15-Jun-2025 14:05:40;51;2.41144;744.7996;0.88848;689.3349;0.84221;1.70328;119.6201;0.016424;0.099417
166.5876;15-Jun-2025 14:06:05;52;2.17221;746.5323;0.72118;689.5045;0.66688;1.56839;98.261919;0.016598;0.10065
166.5878;15-Jun-2025 14:06:30;53;2.43066;746.0601;0.71874;689.8437;0.66735;1.7957;122.19512;0.017052;0.10394
166.5881;15-Jun-2025 14:06:55;54;2.16577;745.9027;0.59594;689.1652;0.57275;1.49902;95.220908;0.016227;0.093923
166.5884;15-Jun-2025 14:07:21;55;2.26429;744.7996;0.70784;689.8437;0.64197;1.65145;113.36555;0.017088;0.10084
166.5887;15-Jun-2025 14:07:47;56;2.26146;744.4841;0.70839;688.8258;0.68681;1.50239;99.411139;0.016645;0.08966
166.589;15-Jun-2025 14:08:12;57;2.59277;744.0107;0.99314;689.8437;0.91893;1.74128;129.74984;0.016546;0.093896
166.5893;15-Jun-2025 14:08:38;58;2.64502;745.2726;0.93224;689.1652;0.90623;1.89773;139.88646;0.017827;0.10233
166.5896;15-Jun-2025 14:09:03;59;2.29082;745.9027;0.62936;688.9955;0.6066;1.61871;101.33856;0.016383;0.096974
166.5899;15-Jun-2025 14:09:28;60;2.97639;743.8528;1.2007;689.3349;1.1468;2.19788;163.80344;0.020276;0.10456
166.5902;15-Jun-2025 14:09:53;61;2.27963;745.1149;0.82057;689.6741;0.76249;1.54662;99.816744;NaN;NaN
166.5905;15-Jun-2025 14:10:18;62;2.69049;746.2176;1.0198;689.8437;0.92187;2.09961;146.37261;0.022095;0.1137
166.5908;15-Jun-2025 14:10:45;63;2.22368;745.4301;0.57306;687.9765;0.56838;1.51998;100.12635;NaN;NaN
166.5914;15-Jun-2025 14:11:41;64;2.57402;746.6896;0.55239;689.8437;0.49654;1.99444;140.64595;0.027696;0.10278
166.5917;15-Jun-2025 14:12:07;65;2.65862;745.4301;0.5358;689.8437;0.50705;1.91337;134.11336;0.019549;0.092388
166.592;15-Jun-2025 14:12:33;66;2.57818;745.9027;0.58804;689.8437;0.54774;1.87713;132.01332;0.020047;0.092636
166.5924;15-Jun-2025 14:13:04;67;2.64907;745.2726;0.57099;689.8437;0.51615;1.93054;145.50576;0.030434;0.094909
166.5927;15-Jun-2025 14:13:33;68;2.88635;745.1149;1.2542;689.3349;1.1608;2.24451;158.4763;0.022468;0.11214
166.5931;15-Jun-2025 14:14:00;69;2.67091;745.4301;0.60698;689.8437;0.55702;1.93251;135.55487;NaN;NaN
166.5934;15-Jun-2025 14:14:28;70;2.43529;745.5877;0.54048;689.6741;0.5175;1.88007;132.93596;NaN;NaN
166.5937;15-Jun-2025 14:14:54;71;2.71972;745.2726;0.58422;689.8437;0.48572;1.95649;135.44919;NaN;NaN
166.594;15-Jun-2025 14:15:20;72;2.76205;745.9027;0.64538;689.8437;0.61784;1.9516;136.64224;NaN;NaN
166.5943;15-Jun-2025 14:15:46;73;2.65439;745.2726;0.63376;689.8437;0.55816;2.01233;145.00722;NaN;NaN
166.5946;15-Jun-2025 14:16:13;74;2.70782;744.9573;0.62094;689.8437;0.56686;1.91905;135.54075;0.019179;0.090364
166.5946;15-Jun-2025 14:16:13;75;2.75899;744.0107;0.83385;689.8437;0.7349;1.96129;137.01;0.017832;0.09398
166.5954;15-Jun-2025 14:17:20;76;2.70596;744.9573;0.61554;689.8437;0.56164;1.9383;137.01178;NaN;NaN
166.5957;15-Jun-2025 14:17:48;77;2.8234;743.6948;0.87436;689.8437;0.78562;2.0751;151.79626;0.024341;0.09855
166.596;15-Jun-2025 14:18:14;78;2.72885;744.4841;0.63462;689.8437;0.59948;1.97178;139.89049;0.020254;0.092666
166.5963;15-Jun-2025 14:18:41;79;2.56602;746.0601;0.63222;689.8437;0.57832;1.924;137.61406;0.024556;0.096685
166.5966;15-Jun-2025 14:19:06;80;2.52525;747.1613;0.58782;689.8437;0.54101;1.94733;137.46478;0.025047;0.097329
166.5969;15-Jun-2025 14:19:31;81;2.62717;745.4301;0.72305;689.8437;0.62128;1.98519;136.74508;0.023107;0.10041
166.5972;15-Jun-2025 14:19:56;82;2.57713;745.2726;0.58498;689.8437;0.55213;1.87052;131.78691;0.019812;0.091512
166.5978;15-Jun-2025 14:20:50;83;2.67206;744.7996;0.63736;689.8437;0.60269;1.93652;142.48276;0.023846;0.093799
166.5981;15-Jun-2025 14:21:17;84;2.70391;746.0601;0.6169;689.8437;0.55521;1.92342;137.6701;NaN;NaN
166.5984;15-Jun-2025 14:21:44;85;2.72449;745.2726;0.63945;689.8437;0.57987;1.94774;137.91573;NaN;NaN
166.5987;15-Jun-2025 14:22:10;86;2.75416;745.2726;0.63862;689.8437;0.58158;1.97019;141.10839;0.021565;0.090999
166.599;15-Jun-2025 14:22:36;87;2.51264;746.3749;0.54357;689.8437;0.50728;1.84465;131.49985;NaN;NaN
166.5993;15-Jun-2025 14:23:00;88;2.59654;745.4301;0.63143;689.8437;0.59545;1.96635;141.94083;0.025901;0.097452
166.5996;15-Jun-2025 14:23:28;89;2.46629;746.2176;0.62627;689.8437;0.57786;1.86593;134.07203;NaN;NaN
166.5999;15-Jun-2025 14:23:54;90;2.63585;745.2726;0.66131;689.8437;0.59167;1.93233;138.38788;0.022438;0.093025
166.5999;15-Jun-2025 14:23:54;91;2.61686;746.3749;0.64365;689.8437;0.57449;1.98612;141.77731;NaN;NaN
166.6005;15-Jun-2025 14:24:46;92;2.49894;745.9027;0.63666;689.8437;0.56025;1.86491;132.19585;NaN;NaN
166.6008;15-Jun-2025 14:25:12;93;2.56578;745.7452;0.68476;689.8437;0.63212;1.88634;134.95748;NaN;NaN
166.6011;15-Jun-2025 14:25:38;94;2.53224;745.1149;0.59414;689.8437;0.55693;1.83577;127.25332;NaN;NaN
166.6014;15-Jun-2025 14:26:05;95;2.7275;746.0601;0.6378;689.8437;0.58902;1.92561;135.18534;0.018746;0.089717
166.6017;15-Jun-2025 14:26:31;96;2.53215;744.7996;0.66111;689.8437;0.59018;1.89206;135.79335;0.02369;0.094644
166.602;15-Jun-2025 14:26:56;97;2.44636;745.5877;0.57467;689.8437;0.53422;1.88062;135.30044;NaN;NaN
166.6023;15-Jun-2025 14:27:21;98;2.60019;745.5877;0.70511;689.8437;0.59201;1.96164;142.48742;0.027276;0.096559
166.6023;15-Jun-2025 14:27:21;99;2.60844;745.4301;0.59641;689.8437;0.54714;1.85033;126.86616;0.017331;0.088726
166.603;15-Jun-2025 14:28:15;100;2.58648;745.7452;0.73689;689.8437;0.62093;1.94926;137.58509;0.023558;0.095589
166.6033;15-Jun-2025 14:28:41;101;2.5173;745.2726;0.63625;689.8437;0.58644;1.84823;134.39912;0.023312;0.092996
166.6036;15-Jun-2025 14:29:07;102;2.55023;745.1149;0.67912;689.8437;0.55825;1.84881;133.83601;0.023395;0.091042
166.6044;15-Jun-2025 14:30:18;103;2.63054;744.0107;0.65053;689.8437;0.57538;1.93733;143.40414;0.029308;0.096012
166.6047;15-Jun-2025 14:30:44;104;2.53843;745.4301;0.57937;689.8437;0.50552;1.89293;133.36143;0.024151;0.094593
166.605;15-Jun-2025 14:31:10;105;2.64893;744.6419;0.67753;689.8437;0.60749;1.94145;144.67408;0.027738;0.092797
166.6053;15-Jun-2025 14:31:36;106;2.69783;743.8528;0.65224;689.8437;0.55009;1.99227;145.55817;0.028686;0.095115
166.6056;15-Jun-2025 14:32:02;107;2.62709;744.4841;0.60514;689.8437;0.5469;1.9374;134.98615;0.022003;0.094184
166.6059;15-Jun-2025 14:32:28;108;2.56085;744.7996;0.61482;689.8437;0.55184;1.83266;133.72685;0.023149;0.090914
166.6062;15-Jun-2025 14:32:54;109;2.75306;744.1685;0.6313;689.8437;0.55153;1.92267;139.60318;0.022424;0.088935
166.6065;15-Jun-2025 14:33:20;110;2.60642;744.9573;0.66389;689.8437;0.57774;1.96815;147.66764;0.03308;0.097977
166.6068;15-Jun-2025 14:33:47;111;2.60129;745.1149;0.8131;689.8437;0.69925;2.06817;150.92682;0.033063;0.10423
166.6071;15-Jun-2025 14:34:13;112;2.73809;744.0107;0.67945;689.8437;0.60221;2.03855;153.00146;0.032319;0.09647
166.6074;15-Jun-2025 14:34:39;113;2.62904;745.1149;0.63057;689.8437;0.56124;1.93458;142.94031;0.028936;0.092755
166.6077;15-Jun-2025 14:35:05;114;2.67176;743.5369;0.66291;689.8437;0.57175;1.93943;144.67918;0.029121;0.092222
166.608;15-Jun-2025 14:35:31;115;2.67677;744.6419;0.67225;689.8437;0.59447;1.99339;150.67089;0.0326;0.092749
166.6083;15-Jun-2025 14:35:57;116;2.65631;745.1149;0.62001;689.8437;0.51427;1.9343;134.31605;0.022355;0.091793
166.6086;15-Jun-2025 14:36:23;117;2.52949;744.9573;0.66236;689.8437;0.5508;1.99527;141.39082;0.032265;0.10238
166.6089;15-Jun-2025 14:36:49;118;2.59675;744.1685;0.67784;689.8437;0.61257;1.92729;141.33942;NaN;NaN
166.6092;15-Jun-2025 14:37:15;119;2.55;744.4841;0.74285;689.8437;0.63411;1.98955;151.95271;0.035794;0.10399
166.6095;15-Jun-2025 14:37:41;120;2.4965;744.7996;0.65348;689.8437;0.56579;1.95813;144.41872;NaN;NaN
166.6098;15-Jun-2025 14:38:08;121;2.66527;743.2209;0.72548;689.8437;0.57481;1.99053;153.42829;0.03833;0.096539
166.6101;15-Jun-2025 14:38:33;122;2.54851;745.4301;0.65835;689.8437;0.5249;1.98849;140.68386;NaN;NaN
166.6104;15-Jun-2025 14:39:01;123;2.50802;745.1149;0.58654;689.8437;0.47173;1.8735;134.35185;0.028141;0.093089
166.6107;15-Jun-2025 14:39:27;124;2.57028;745.2726;0.72741;689.8437;0.62386;1.96284;140.64305;0.026926;0.098758
166.611;15-Jun-2025 14:39:53;125;2.67988;744.1685;0.68895;689.8437;0.62875;1.88862;139.25346;0.022062;0.088375
168;16-Jun-2025 23:59:58;1;1.42772;737.9868;1.4057;689.8437;1.1166;0.893886;111.52799;0.039766;0.074825
167.5939;16-Jun-2025 14:15:11;2;7.1057;754.9787;1.684;689.8437;1.5293;6.73975;444.74718;0.11562;0.14933
167.5942;16-Jun-2025 14:15:37;3;2.51873;742.272;1.0939;689.8437;0.82537;1.87383;159.83346;NaN;NaN
167.5945;16-Jun-2025 14:16:06;4;2.46133;742.1137;1.052;689.8437;0.78098;1.86445;159.32369;0.053013;0.10406
167.5948;16-Jun-2025 14:16:29;5;2.5064;740.8464;1.2761;689.8437;0.95971;1.82721;165.91182;0.056308;0.098629
167.5951;16-Jun-2025 14:16:54;6;2.4889;741.6387;1.0818;689.8437;0.74091;1.88405;161.0531;0.057829;0.10388
167.5954;16-Jun-2025 14:17:20;7;2.41842;742.1137;1.0091;689.8437;0.80293;1.85991;158.52529;0.050802;0.10689
167.5957;16-Jun-2025 14:17:46;8;2.4429;741.9554;0.92815;689.8437;0.78803;1.77185;152.23798;NaN;NaN
167.596;16-Jun-2025 14:18:11;9;2.41875;741.7971;1.1393;689.8437;0.86254;1.78665;158.01787;0.051817;0.10012
167.5962;16-Jun-2025 14:18:36;10;2.57153;741.7971;0.84065;689.8437;0.73527;1.77703;154.05786;0.043502;0.089479
167.5965;16-Jun-2025 14:19:00;11;2.46645;741.7971;1.0229;689.8437;0.76658;1.85021;158.1645;0.051805;0.10126
167.5968;16-Jun-2025 14:19:27;12;2.57062;741.7971;0.82964;689.8437;0.69068;1.70808;143.42203;0.03341;0.085256
167.5971;16-Jun-2025 14:19:53;13;2.38003;741.3219;0.87548;689.8437;0.77267;1.69264;153.50068;0.048029;0.095387
167.5971;16-Jun-2025 14:19:53;14;2.41831;742.272;1.0286;689.8437;0.79843;1.74511;148.92034;NaN;NaN
167.5978;16-Jun-2025 14:20:54;15;2.47617;741.1634;1.0048;689.8437;0.79746;1.74784;157.57225;0.051046;0.09248
167.5982;16-Jun-2025 14:21:21;16;2.50254;741.4803;0.94373;689.8437;0.74744;1.75956;153.67669;0.046812;0.090699
167.5984;16-Jun-2025 14:21:46;17;2.46806;741.6387;0.94254;689.8437;0.78789;1.75592;155.26908;NaN;NaN
167.5987;16-Jun-2025 14:22:11;18;2.59267;741.7971;0.93423;689.8437;0.70863;1.83127;157.03955;0.047515;0.091401
167.599;16-Jun-2025 14:22:37;19;2.4955;741.9554;1.0646;689.8437;0.6845;1.84909;155.60563;0.057375;0.097313
167.5993;16-Jun-2025 14:23:03;20;2.89698;742.4302;1.5218;689.8437;1.0868;2.19997;188.74242;0.065848;0.1021
167.5996;16-Jun-2025 14:23:29;21;2.29876;742.7466;1.0239;689.8437;0.82907;1.68835;150.52446;NaN;NaN
167.5996;16-Jun-2025 14:23:29;22;2.3947;742.1137;0.96512;689.8437;0.78313;1.68543;148.52713;NaN;NaN
167.6002;16-Jun-2025 14:24:21;23;2.4666;741.9554;0.97402;689.8437;0.78578;1.75325;154.4181;NaN;NaN
167.6005;16-Jun-2025 14:24:46;24;2.51613;742.272;0.86389;689.8437;0.70472;1.67547;138.88106;NaN;NaN
167.6008;16-Jun-2025 14:25:11;25;2.35163;742.7466;0.99546;689.8437;0.82095;1.69824;147.46943;0.041864;0.092078
167.6011;16-Jun-2025 14:25:36;26;2.41282;742.4302;0.94579;689.8437;0.78246;1.61792;142.60614;0.03666;0.083213
167.6015;16-Jun-2025 14:26:13;27;1.64333;742.7466;0.72943;689.8437;0.66112;1.08115;101.92687;0.026961;0.068345
167.602;16-Jun-2025 14:26:49;28;2.40838;748.5747;0.63811;689.8437;0.5609;1.85586;135.58295;0.032821;0.10834
167.6023;16-Jun-2025 14:27:19;29;2.30699;744.7996;0.73802;689.8437;0.68233;1.4737;115.83452;0.017079;0.087984
167.6026;16-Jun-2025 14:27:44;30;2.32636;744.9573;0.78883;689.8437;0.67694;1.43855;114.04591;0.016802;0.087119
167.6029;16-Jun-2025 14:28:10;31;2.3657;744.7996;0.62323;689.8437;0.59157;1.51377;109.28331;0.016205;0.088813
167.6032;16-Jun-2025 14:28:37;32;2.34524;743.0628;1.0077;689.8437;0.93574;1.45266;127.69736;0.018773;0.083567
167.6035;16-Jun-2025 14:29:02;33;0.763766;747.6328;0.4046;689.1652;0.3978;0.47495;39.7737;0.015912;0.049721
167.6038;16-Jun-2025 14:29:31;34;2.51142;746.5323;0.93974;689.8437;0.78296;1.93324;145.90357;0.034194;0.10637
167.6042;16-Jun-2025 14:30:02;35;2.42998;743.6948;0.84952;689.8437;0.71902;1.56932;120.74824;0.018217;0.088086
167.6048;16-Jun-2025 14:30:56;36;1.77202;744.4841;0.6147;689.8437;0.58446;1.00194;75.263009;0.016468;0.067422
167.6051;16-Jun-2025 14:31:20;37;2.37373;746.3749;1.0472;689.8437;0.93885;1.60133;113.80116;0.017393;0.088657
167.6051;16-Jun-2025 14:31:20;38;2.35164;744.3263;0.87713;689.8437;0.76003;1.60327;121.25175;NaN;NaN
167.6058;16-Jun-2025 14:32:18;39;2.39494;744.4841;0.64175;689.8437;0.5661;1.68325;126.72281;0.024026;0.077445
167.6061;16-Jun-2025 14:32:44;40;2.42129;744.9573;0.67643;689.8437;0.59877;1.67344;133.14586;0.028399;0.079956
167.6064;16-Jun-2025 14:33:11;41;2.25763;747.3185;0.58407;689.8437;0.53727;1.56182;118.75004;0.022627;0.074309
167.607;16-Jun-2025 14:34:08;42;2.59452;744.7996;0.71977;688.9955;0.70108;1.79192;123.37433;0.015732;0.089698
167.6074;16-Jun-2025 14:34:37;43;2.35053;746.0601;0.53821;689.3349;0.50942;1.77241;115.63407;0.016361;0.10042
167.6077;16-Jun-2025 14:35:02;44;1.97609;746.2176;0.54117;689.3349;0.51298;1.43498;93.87669;0.015058;0.08559
167.608;16-Jun-2025 14:35:28;45;2.72132;742.272;0.49707;689.1652;0.4805;1.62465;117.14734;0.015575;0.078734
167.6083;16-Jun-2025 14:35:54;46;2.45881;747.1613;0.58169;689.8437;0.55028;1.72359;118.69703;0.015658;0.090135
167.6086;16-Jun-2025 14:36:21;47;2.79264;745.9027;0.73381;689.8437;0.68757;1.94609;137.52702;0.017142;0.091463
167.6091;16-Jun-2025 14:37:10;48;3.15097;744.4841;0.68127;689.8437;0.63499;2.2153;163.38357;0.025702;0.095248
167.6094;16-Jun-2025 14:37:36;49;2.81728;745.2726;0.60199;687.9765;0.59845;2.12172;146.72283;0.020443;0.10202
167.6097;16-Jun-2025 14:38:01;50;3.0082;745.1149;0.70878;689.8437;0.65983;2.13641;156.06234;0.022775;0.095178
167.61;16-Jun-2025 14:38:26;51;3.05938;746.3749;0.64642;689.8437;0.63329;2.1696;154.84781;0.022675;0.096649
167.6103;16-Jun-2025 14:38:52;52;3.04024;744.3263;0.72249;689.8437;0.63102;2.17122;155.5128;0.023291;0.09465
167.6106;16-Jun-2025 14:39:17;53;3.01307;744.6419;0.72272;689.8437;0.63917;2.20151;159.63389;0.028081;0.097692
167.6112;16-Jun-2025 14:40:04;54;5.55452;755.9111;3.0954;689.8437;2.6178;5.36628;401.53719;0.089259;0.16382
