DOYdayfrac;UTC_datetime;filenum;SIF_FARRED_max;SIF_FARRED_max_wvl;SIF_RED_max;SIF_RED_max_wvl;SIF_O2B;SIF_O2A;SIF_int;SIF_O2B_un;SIF_O2A_un
164.3276;13-Jun-2025 07:51:48;1;1.489;742.1137;1.1226;689.8437;0.98365;0.893741;101.56111;0.022348;0.071153
164.3302;13-Jun-2025 07:55:28;2;1.73592;742.1137;1.1412;689.8437;1.0435;1.04373;106.31876;0.018156;0.075881
164.3307;13-Jun-2025 07:56:12;3;1.9751;751.0806;0.86394;689.8437;0.77674;1.60507;108.05788;0.018227;0.1064
164.3312;13-Jun-2025 07:56:56;4;1.89657;743.8528;1.2048;689.8437;1.0086;1.15852;107.46704;0.021023;0.075834
164.3316;13-Jun-2025 07:57:31;5;1.89478;744.4841;1.1782;689.8437;1.0747;1.18129;112.43281;0.017557;0.076352
164.3321;13-Jun-2025 07:58:12;6;1.89731;744.6419;1.1374;689.8437;1.0381;1.21468;113.86581;0.018581;0.078985
164.3325;13-Jun-2025 07:58:48;7;1.96749;744.7996;1.1354;689.8437;1.0131;1.24843;113.47664;0.018613;0.079249
164.3329;13-Jun-2025 07:59:24;8;1.87882;744.3263;1.1326;689.8437;0.98354;1.2184;112.01867;0.020152;0.080227
164.3333;13-Jun-2025 08:00:01;9;1.86385;744.6419;0.99172;689.8437;0.91548;1.17326;104.94062;0.016903;0.078018
164.3338;13-Jun-2025 08:00:38;10;1.9463;744.9573;1.1067;689.8437;0.99109;1.28477;114.3991;NaN;NaN
164.3342;13-Jun-2025 08:01:14;11;1.97622;743.8528;1.0852;689.8437;0.93024;1.30439;117.3086;0.023187;0.082221
164.3346;13-Jun-2025 08:01:51;12;1.88588;744.6419;1.1806;689.8437;1.0527;1.26496;119.84947;0.02359;0.084348
164.3361;13-Jun-2025 08:03:57;13;1.15018;744.3263;1.1556;689.8437;1.0134;0.701141;81.770608;NaN;NaN
164.3365;13-Jun-2025 08:04:33;14;1.19949;744.3263;1.1338;689.8437;1.0152;0.812746;89.102695;0.021077;0.078228
164.3369;13-Jun-2025 08:05:12;15;1.23577;744.1685;1.0193;689.8437;0.92219;0.826672;85.981054;0.019495;0.076766
164.3374;13-Jun-2025 08:05:51;16;1.15751;744.6419;1.1422;689.8437;0.99122;0.76004;84.196342;0.019799;0.075569
164.3378;13-Jun-2025 08:06:27;17;1.14957;743.5369;1.015;689.8437;0.92852;0.756584;86.84125;0.02243;0.076947
164.3378;13-Jun-2025 08:06:27;18;1.13124;744.1685;1.1244;689.8437;1.0011;0.770484;88.602837;0.022553;0.08022
164.3387;13-Jun-2025 08:07:42;19;1.14687;744.1685;1.2941;689.8437;1.1101;0.821514;93.133047;0.027012;0.085765
164.3391;13-Jun-2025 08:08:19;20;1.09945;744.4841;1.0871;689.8437;0.9867;0.793585;89.641852;NaN;NaN
164.3395;13-Jun-2025 08:08:56;21;1.13998;743.6948;1.1737;689.8437;1.0099;0.802483;89.763728;NaN;NaN
164.34;13-Jun-2025 08:09:33;22;1.15006;743.6948;1.2918;689.8437;1.1189;0.836385;95.764535;0.02958;0.089518
164.3415;13-Jun-2025 08:11:49;23;1.22981;743.2209;1.2037;689.8437;1.0882;0.877502;99.924089;0.030045;0.090618
164.3425;13-Jun-2025 08:13:12;24;1.2885;743.5369;1.1996;689.8437;1.022;0.926908;98.107248;0.030688;0.092433
164.3425;13-Jun-2025 08:13:12;25;1.21745;741.9554;1.1552;689.8437;1.0328;0.862208;97.572001;NaN;NaN
164.3435;13-Jun-2025 08:14:39;26;1.19497;742.9047;1.393;689.8437;1.1525;0.879152;101.11102;0.036476;0.097783
164.344;13-Jun-2025 08:15:19;27;1.16842;741.7971;1.1549;689.8437;1.0442;0.834712;96.572708;0.035406;0.096026
164.3444;13-Jun-2025 08:15:57;28;1.24445;740.5292;1.4916;689.8437;1.2495;0.893343;109.58554;0.047101;0.097709
164.3448;13-Jun-2025 08:16:34;29;1.24606;739.5768;1.3402;689.8437;1.1863;0.868346;106.99534;0.043621;0.095278
164.3453;13-Jun-2025 08:17:11;30;1.25995;741.0049;1.1737;689.8437;1.0849;0.877712;103.8723;NaN;NaN
164.3457;13-Jun-2025 08:17:49;31;1.21849;743.5369;1.3536;689.8437;1.1472;0.911126;100.86817;0.035578;0.10072
164.3483;13-Jun-2025 08:21:37;32;1.49651;741.6387;1.2383;689.8437;1.097;1.1159;115.91057;0.042745;0.10604
164.3489;13-Jun-2025 08:22:22;33;1.45193;741.7971;1.3755;689.8437;1.1497;1.08641;114.45381;NaN;NaN
164.3493;13-Jun-2025 08:23:01;34;1.42687;742.7466;1.3513;689.8437;1.1101;1.0917;110.51138;NaN;NaN
164.3497;13-Jun-2025 08:23:37;35;1.5071;742.1137;1.4721;689.8437;1.1956;1.14781;119.54531;0.048594;0.1092
164.3502;13-Jun-2025 08:24:13;36;1.4697;742.7466;1.4229;689.8437;1.0473;1.13461;112.15973;0.05065;0.11014
164.3506;13-Jun-2025 08:24:48;37;1.52606;742.4302;1.2227;689.8437;1.0632;1.14514;112.71928;0.038801;0.10598
164.351;13-Jun-2025 08:25:26;38;1.54777;742.7466;1.4085;689.8437;1.165;1.18463;118.64916;NaN;NaN
164.3514;13-Jun-2025 08:26:02;39;1.45191;743.0628;1.6366;689.8437;1.2222;1.13257;116.69497;0.052953;0.11254
164.3527;13-Jun-2025 08:27:49;40;1.76591;741.7971;1.2647;689.8437;1.0512;1.32423;128.08448;0.043115;0.098012
164.3531;13-Jun-2025 08:28:24;41;1.74899;738.9412;1.3955;689.8437;1.1757;1.2567;135.50785;0.050535;0.096059
164.3535;13-Jun-2025 08:29:06;42;1.73107;740.5292;1.2886;689.8437;1.0768;1.27264;129.42066;0.045608;0.097597
164.354;13-Jun-2025 08:29:43;43;1.75335;741.1634;1.1256;689.8437;0.94609;1.28993;123.73926;0.04107;0.096264
164.3544;13-Jun-2025 08:30:19;44;1.75599;740.3705;1.2239;689.8437;0.99379;1.29196;129.10067;0.046943;0.098212
164.3548;13-Jun-2025 08:30:56;45;1.84404;740.8464;1.1198;689.8437;0.97266;1.34711;131.07065;0.04364;0.09637
164.3552;13-Jun-2025 08:31:32;46;1.77823;740.5292;1.2045;689.8437;1.0327;1.27751;129.28492;NaN;NaN
164.3557;13-Jun-2025 08:32:09;47;1.74955;741.0049;1.1234;689.8437;0.94356;1.29815;124.70569;0.041951;0.098857
164.3561;13-Jun-2025 08:32:47;48;1.71174;741.1634;1.2129;689.8437;0.99895;1.27005;124.76621;0.044104;0.099122
164.3565;13-Jun-2025 08:33:24;49;1.84027;740.3705;1.2508;689.8437;1.0079;1.32442;132.45006;0.046036;0.095025
164.357;13-Jun-2025 08:34:02;50;1.83497;740.5292;1.0909;689.8437;0.96086;1.33153;129.28485;NaN;NaN
164.3581;13-Jun-2025 08:35:36;51;1.50687;740.5292;0.92406;689.8437;0.77069;1.0629;101.72598;0.03423;0.091747
164.3585;13-Jun-2025 08:36:13;52;1.46816;741.1634;0.94466;689.8437;0.76726;1.04132;97.009604;NaN;NaN
164.3589;13-Jun-2025 08:36:49;53;1.48112;741.0049;0.95017;689.8437;0.77891;1.01877;97.866223;0.030573;0.088216
164.3593;13-Jun-2025 08:37:26;54;1.52559;741.6387;0.7879;689.8437;0.68692;1.03282;95.406814;0.025933;0.085904
164.3597;13-Jun-2025 08:38:02;55;1.46792;742.1137;0.82227;689.8437;0.72767;1.01042;91.14232;0.023358;0.08748
164.3604;13-Jun-2025 08:38:59;56;1.52421;742.272;0.89806;689.8437;0.78966;1.0411;95.24989;0.024119;0.086927
164.3608;13-Jun-2025 08:39:35;57;1.53157;742.1137;1.1142;689.8437;0.84819;1.07129;97.680681;NaN;NaN
164.3612;13-Jun-2025 08:40:12;58;1.53452;741.9554;0.8367;689.8437;0.74476;1.01552;93.600257;NaN;NaN
164.3617;13-Jun-2025 08:40:48;59;1.4373;740.6878;1.0549;689.8437;0.82465;0.930951;90.744291;0.027576;0.082476
164.3621;13-Jun-2025 08:41:26;60;1.50648;740.6878;0.89083;689.8437;0.8044;0.943927;93.764366;0.021982;0.080066
164.3625;13-Jun-2025 08:42:01;61;1.38259;743.2209;0.69243;689.5045;0.65362;0.939202;78.718658;NaN;NaN
164.363;13-Jun-2025 08:42:43;62;1.46819;742.7466;0.89418;689.8437;0.76732;0.992792;87.290555;NaN;NaN
164.3642;13-Jun-2025 08:44:27;63;1.58439;742.4302;0.96216;689.8437;0.76471;1.00684;89.547111;0.021868;0.080121
164.3646;13-Jun-2025 08:45:04;64;1.60583;743.0628;0.89895;689.8437;0.80359;1.0934;98.889537;0.022038;0.087121
164.365;13-Jun-2025 08:45:40;65;1.58011;742.5884;0.80434;689.8437;0.73936;0.9583;87.62768;NaN;NaN
164.3655;13-Jun-2025 08:46:18;66;1.53209;744.0107;0.92847;689.8437;0.84882;0.969077;88.500618;NaN;NaN
164.3659;13-Jun-2025 08:46:54;67;1.65477;742.272;0.83507;689.8437;0.74358;1.00226;96.453565;0.019676;0.076877
164.3663;13-Jun-2025 08:47:31;68;1.54901;744.3263;1.025;689.8437;0.91605;1.01106;93.301825;0.017783;0.083145
164.3668;13-Jun-2025 08:48:08;69;1.58874;743.5369;0.74855;689.8437;0.69505;0.93873;89.388944;NaN;NaN
164.3672;13-Jun-2025 08:48:44;70;1.58521;744.0107;1.0016;689.8437;0.89725;0.962691;91.759425;0.017101;0.077321
164.3676;13-Jun-2025 08:49:20;71;1.69894;744.6419;0.97962;689.8437;0.86639;1.10404;98.537223;0.01812;0.083324
164.368;13-Jun-2025 08:49:56;72;1.6361;744.7996;0.80556;689.8437;0.75798;0.995642;90.027266;0.016378;0.077665
164.3684;13-Jun-2025 08:50:32;73;1.64378;745.4301;0.83646;689.8437;0.78957;1.0399;97.030626;NaN;NaN
164.3709;13-Jun-2025 08:54:08;74;1.24225;745.1149;0.97406;689.8437;0.88747;0.687644;69.240035;0.016893;0.069962
164.3714;13-Jun-2025 08:54:48;75;1.28546;745.9027;0.97169;689.8437;0.88969;0.818557;74.857509;0.016845;0.080872
164.3718;13-Jun-2025 08:55:24;76;1.3429;745.5877;0.83895;689.8437;0.78783;0.810277;76.291266;0.016304;0.076423
164.3722;13-Jun-2025 08:56:00;77;1.20519;745.7452;0.93961;689.8437;0.87698;0.718767;75.599532;NaN;NaN
164.3727;13-Jun-2025 08:56:38;78;1.23744;746.3749;0.87162;689.8437;0.82249;0.788703;73.549274;0.016429;0.081438
164.3731;13-Jun-2025 08:57:14;79;1.27569;746.0601;1.0226;689.8437;0.9436;0.785743;80.512752;0.01653;0.07887
164.3735;13-Jun-2025 08:57:49;80;1.24893;746.3749;0.91728;689.8437;0.86712;0.778686;72.910278;0.016644;0.080176
164.3739;13-Jun-2025 08:58:29;81;1.26035;745.7452;0.84621;689.8437;0.79413;0.799024;77.712546;NaN;NaN
164.3744;13-Jun-2025 08:59:04;82;1.30649;746.3749;0.90761;689.8437;0.85201;0.872234;81.849694;0.016647;0.086802
164.3748;13-Jun-2025 08:59:42;83;1.34963;745.7452;0.84732;689.8437;0.78721;0.861041;79.611711;0.016454;0.082823
164.3752;13-Jun-2025 09:00:17;84;1.26975;746.3749;0.93957;689.8437;0.86369;0.892784;82.611821;NaN;NaN
164.3763;13-Jun-2025 09:01:49;85;1.34462;744.6419;1.2212;689.8437;1.1085;0.977483;104.56723;0.027038;0.10358
164.3767;13-Jun-2025 09:02:26;86;1.40837;745.1149;1.2742;689.8437;1.1291;1.0491;105.36859;0.027258;0.1054
164.3771;13-Jun-2025 09:03:02;87;1.38161;744.3263;1.2577;689.8437;1.1384;1.00245;108.87025;0.030881;0.10407
164.3775;13-Jun-2025 09:03:39;88;1.49616;744.0107;1.2303;689.8437;1.0945;1.08197;110.90874;0.031059;0.10237
164.378;13-Jun-2025 09:04:18;89;1.43662;745.2726;1.3612;689.8437;1.2037;1.07343;110.63885;0.029642;0.10676
164.3784;13-Jun-2025 09:04:55;90;1.41275;744.9573;1.2127;689.8437;1.0923;1.03801;107.41164;0.029028;0.10542
164.3788;13-Jun-2025 09:05:31;91;1.43973;744.0107;1.3514;689.8437;1.1669;1.05744;111.62067;NaN;NaN
164.3792;13-Jun-2025 09:06:07;92;1.48792;745.2726;1.1532;689.8437;1.046;1.09928;107.77163;0.02716;0.10501
164.3797;13-Jun-2025 09:06:43;93;1.45978;743.3789;1.4013;689.8437;1.2153;1.0775;115.43404;0.035089;0.10725
164.3801;13-Jun-2025 09:07:22;94;1.35136;743.8528;1.0257;689.8437;0.97095;1.02994;105.47415;NaN;NaN
164.3805;13-Jun-2025 09:07:58;95;1.47106;743.5369;1.2781;689.8437;1.1296;1.09262;112.19899;0.035525;0.10787
164.3813;13-Jun-2025 09:09:06;96;1.57824;743.3789;1.4069;689.8437;1.2567;1.1857;123.12072;0.040805;0.11139
164.3817;13-Jun-2025 09:09:41;97;1.55498;743.2209;1.224;689.8437;1.0538;1.14749;113.30778;NaN;NaN
164.3823;13-Jun-2025 09:10:27;98;1.43635;743.6948;1.5857;689.8437;1.295;1.06655;113.84573;0.038507;0.108
164.3827;13-Jun-2025 09:11:03;99;1.6691;744.0107;0.99026;689.8437;0.9072;1.208;111.78201;0.0319;0.10333
164.3831;13-Jun-2025 09:11:38;100;1.43089;742.9047;1.0182;689.8437;0.94419;1.0277;104.595;NaN;NaN
164.3831;13-Jun-2025 09:11:38;101;1.60616;743.0628;1.2896;689.8437;1.0922;1.17326;116.06111;NaN;NaN
164.3839;13-Jun-2025 09:12:50;102;1.57126;742.7466;1.5895;689.8437;1.2806;1.16729;123.60521;0.045566;0.1091
164.3843;13-Jun-2025 09:13:26;103;1.70608;742.4302;1.4629;689.8437;1.1691;1.24565;125.219;NaN;NaN
164.3848;13-Jun-2025 09:14:04;104;1.60385;742.5884;1.3214;689.8437;1.149;1.19969;120.3636;NaN;NaN
164.3848;13-Jun-2025 09:14:04;105;1.62553;742.1137;1.0917;689.8437;1.0115;1.19793;119.78083;0.042059;0.10997
164.3856;13-Jun-2025 09:15:20;106;1.61724;741.4803;1.3107;689.8437;1.1204;1.181;120.31682;NaN;NaN
164.4406;13-Jun-2025 10:34:32;1;2.04801;745.1149;1.5213;689.8437;1.3317;1.52677;141.09674;0.033204;0.11515
164.4429;13-Jun-2025 10:37:50;2;1.99761;745.4301;1.745;689.8437;1.4967;1.51182;147.72134;0.036339;0.11794
164.4434;13-Jun-2025 10:38:26;3;1.97101;745.4301;1.6096;689.8437;1.344;1.527;144.12714;0.040859;0.12226
164.4438;13-Jun-2025 10:39:01;4;2.03395;745.2726;1.5916;689.8437;1.3805;1.50807;144.58935;0.033455;0.11465
164.4442;13-Jun-2025 10:39:37;5;1.98923;745.7452;1.4712;689.8437;1.3108;1.53338;145.2629;NaN;NaN
164.4446;13-Jun-2025 10:40:13;6;2.07526;745.9027;1.5044;689.8437;1.299;1.60904;143.10206;0.037445;0.12115
164.4451;13-Jun-2025 10:40:57;7;1.9883;745.9027;1.5833;689.8437;1.327;1.5378;139.62156;0.03609;0.12067
164.4455;13-Jun-2025 10:41:34;8;1.94221;744.0107;1.7358;689.8437;1.3941;1.4899;148.19664;0.049695;0.12256
164.446;13-Jun-2025 10:42:11;9;2.02552;745.1149;1.5891;689.8437;1.3694;1.4987;143.76542;0.033631;0.11418
164.4472;13-Jun-2025 10:43:56;10;1.77596;744.1685;1.7403;689.8437;1.4507;1.33379;137.80024;0.043299;0.12044
164.4476;13-Jun-2025 10:44:31;11;1.88427;743.2209;1.2404;689.8437;1.1268;1.34158;134.34881;0.038949;0.11295
164.448;13-Jun-2025 10:45:08;12;1.83575;743.8528;1.481;689.8437;1.237;1.34459;132.54782;NaN;NaN
164.448;13-Jun-2025 10:45:08;13;1.7437;743.6948;1.8661;689.8437;1.5214;1.34164;143.6834;0.05448;0.12739
164.4488;13-Jun-2025 10:46:19;14;1.81791;744.0107;1.7291;689.8437;1.3963;1.37122;141.62632;0.047228;0.1216
164.4492;13-Jun-2025 10:46:54;15;1.71177;743.3789;1.8334;689.8437;1.5422;1.31564;141.94923;0.048934;0.12727
164.4496;13-Jun-2025 10:47:29;16;1.80899;743.5369;2.0383;689.8437;1.6028;1.39449;152.52636;0.058687;0.1272
164.45;13-Jun-2025 10:48:04;17;1.85446;744.0107;1.6852;689.8437;1.3753;1.41517;140.52839;NaN;NaN
164.4505;13-Jun-2025 10:48:40;18;1.64117;743.3789;1.9771;689.8437;1.5645;1.2955;142.72216;0.059531;0.13324
164.4516;13-Jun-2025 10:50:17;19;1.66273;744.1685;1.5619;689.8437;1.2691;1.23722;123.31248;NaN;NaN
164.452;13-Jun-2025 10:50:55;20;1.73647;744.1685;1.9472;689.8437;1.5482;1.34551;142.70508;0.051572;0.12743
164.4524;13-Jun-2025 10:51:30;21;1.69527;743.2209;1.6092;689.8437;1.356;1.26328;131.75691;0.043174;0.12159
164.4529;13-Jun-2025 10:52:14;22;1.60412;744.0107;1.8109;689.8437;1.4677;1.25229;132.16934;0.048448;0.12996
164.4534;13-Jun-2025 10:52:52;23;1.57437;744.3263;1.6667;689.8437;1.396;1.20049;125.01873;NaN;NaN
164.4538;13-Jun-2025 10:53:28;24;1.79171;744.1685;1.3533;689.8437;1.2186;1.38271;132.76323;NaN;NaN
164.4542;13-Jun-2025 10:54:03;25;1.73735;744.0107;1.6622;689.8437;1.3605;1.32741;131.2134;0.043568;0.12425
164.4546;13-Jun-2025 10:54:38;26;1.73016;742.9047;1.8082;689.8437;1.521;1.30675;141.49929;NaN;NaN
164.455;13-Jun-2025 10:55:13;27;1.70304;743.5369;1.7905;689.8437;1.4778;1.31229;137.08689;0.049599;0.12784
164.4554;13-Jun-2025 10:55:48;28;1.77615;742.5884;1.5544;689.8437;1.3071;1.31643;133.66916;0.045383;0.12076
164.4558;13-Jun-2025 10:56:23;29;1.84568;743.0628;1.7219;689.8437;1.4128;1.37445;143.63136;0.050467;0.12191
164.457;13-Jun-2025 10:58:08;30;1.82816;740.3705;1.9985;689.8437;1.6564;1.35327;156.17451;0.062811;0.12584
164.4576;13-Jun-2025 10:58:59;31;1.85041;740.5292;1.951;689.8437;1.6312;1.39097;155.65987;NaN;NaN
164.4576;13-Jun-2025 10:58:59;32;1.88559;741.0049;1.8639;689.8437;1.5443;1.38256;153.76803;0.05855;0.12288
164.4592;13-Jun-2025 11:01:14;33;1.85728;742.7466;1.6947;689.8437;1.308;1.44249;142.68691;0.05933;0.12974
164.4597;13-Jun-2025 11:01:54;34;1.93105;741.6387;2.3085;689.8437;1.882;1.4602;170.67604;0.066669;0.12899
164.4597;13-Jun-2025 11:01:54;35;1.77723;743.2209;1.8522;689.8437;1.4772;1.35631;141.29554;0.051826;0.12591
164.4605;13-Jun-2025 11:03:04;36;1.85437;741.3219;1.8575;689.8437;1.4862;1.39174;149.63068;NaN;NaN
164.4605;13-Jun-2025 11:03:04;37;2.07005;741.1634;2.2549;689.8437;1.7581;1.55336;174.83723;0.07286;0.12623
164.4626;13-Jun-2025 11:06:06;38;1.89271;742.9047;1.6477;689.8437;1.1824;1.47497;140.16346;NaN;NaN
164.463;13-Jun-2025 11:06:41;39;1.85568;743.0628;1.7075;689.8437;1.2124;1.42483;137.51768;NaN;NaN
164.4634;13-Jun-2025 11:07:15;40;1.94767;742.272;1.4923;689.8437;1.0873;1.42407;134.91676;0.054311;0.11338
164.4638;13-Jun-2025 11:07:50;41;1.99207;741.4803;1.5136;689.8437;1.1941;1.44999;143.08141;0.052175;0.11406
164.4642;13-Jun-2025 11:08:25;42;1.80959;743.3789;1.7006;689.8437;1.2807;1.34683;132.4711;0.05084;0.11625
164.4646;13-Jun-2025 11:09:03;43;1.9806;741.7971;1.4253;689.8437;1.125;1.43391;138.70239;NaN;NaN
164.465;13-Jun-2025 11:09:38;44;1.80704;742.1137;1.5183;689.8437;1.1163;1.34856;131.48667;0.054262;0.11803
164.4656;13-Jun-2025 11:10:27;45;1.82991;742.7466;1.5063;689.8437;1.1633;1.37326;131.57855;NaN;NaN
164.466;13-Jun-2025 11:11:01;46;1.86587;741.3219;1.7602;689.8437;1.2626;1.41613;143.56012;0.067639;0.12221
164.4664;13-Jun-2025 11:11:35;47;1.97886;741.6387;1.2822;689.8437;1.0603;1.41638;133.87148;0.044023;0.11069
164.4675;13-Jun-2025 11:13:11;48;1.63216;741.6387;1.6009;689.8437;1.2752;1.13659;123.63868;0.044314;0.10704
164.468;13-Jun-2025 11:13:53;49;1.57981;741.1634;1.682;689.8437;1.2985;1.13509;125.09713;0.0521;0.11266
164.4686;13-Jun-2025 11:14:44;50;1.46432;742.9047;1.9362;689.8437;1.4536;1.10867;126.32976;NaN;NaN
164.469;13-Jun-2025 11:15:19;51;1.6077;740.0531;1.5848;689.8437;1.221;1.09282;122.45309;NaN;NaN
164.469;13-Jun-2025 11:15:19;52;1.43826;742.9047;1.7668;689.8437;1.3712;1.06098;117.52393;0.047388;0.11606
164.4698;13-Jun-2025 11:16:31;53;1.48664;742.9047;1.5774;689.8437;1.2627;1.0694;113.08194;0.038836;0.11158
164.4703;13-Jun-2025 11:17:12;54;1.56913;742.1137;1.4254;689.8437;1.2219;1.09074;118.51099;0.036304;0.108
164.4707;13-Jun-2025 11:17:46;55;1.52369;742.272;1.6979;689.8437;1.263;1.11986;121.0448;0.053157;0.1158
164.4711;13-Jun-2025 11:18:21;56;1.53624;741.9554;1.6755;689.8437;1.231;1.08781;119.0167;0.051432;0.10969
164.4715;13-Jun-2025 11:18:56;57;1.54077;742.7466;1.6039;689.8437;1.2489;1.10255;116.2197;0.042169;0.11067
164.4719;13-Jun-2025 11:19:31;58;1.54591;742.7466;1.7493;689.8437;1.3167;1.09389;121.29915;0.049009;0.1094
164.473;13-Jun-2025 11:21:08;59;1.97458;742.1137;1.9065;689.8437;1.4918;1.45779;154.2121;NaN;NaN
164.4734;13-Jun-2025 11:21:44;60;1.94515;743.0628;1.9515;689.8437;1.4965;1.47027;151.72063;0.057282;0.12113
164.4734;13-Jun-2025 11:21:44;61;2.00003;742.9047;2.1356;689.8437;1.6314;1.51487;164.9893;NaN;NaN
164.4743;13-Jun-2025 11:22:58;62;2.01513;742.4302;1.7669;689.8437;1.3699;1.45997;149.97137;0.053012;0.11417
164.4749;13-Jun-2025 11:23:52;63;1.97518;742.1137;2.0915;689.8437;1.6057;1.47246;162.84642;NaN;NaN
164.4753;13-Jun-2025 11:24:27;64;2.10346;742.4302;2.0217;689.8437;1.5794;1.48393;161.5138;0.052706;0.10982
164.4757;13-Jun-2025 11:25:04;65;2.11378;742.4302;1.9613;689.8437;1.5965;1.56696;165.23088;NaN;NaN
164.4761;13-Jun-2025 11:25:39;66;2.01213;743.3789;1.9376;689.8437;1.5209;1.4849;153.52749;0.052211;0.11652
164.4766;13-Jun-2025 11:26:14;67;1.99914;742.5884;2.5006;689.8437;2.0364;1.50671;180.88474;0.06106;0.12423
164.477;13-Jun-2025 11:26:50;68;1.93397;743.0628;2.1261;689.8437;1.6397;1.46439;159.74761;0.059653;0.12206
164.4774;13-Jun-2025 11:27:25;69;1.99357;743.0628;1.8403;689.8437;1.4716;1.48009;151.02754;NaN;NaN
164.4778;13-Jun-2025 11:28:00;70;2.00914;742.4302;2.0047;689.8437;1.6045;1.47877;161.38306;0.05654;0.11846
164.4782;13-Jun-2025 11:28:36;71;1.9867;743.5369;1.8002;689.8437;1.4247;1.46557;147.48836;NaN;NaN
164.4786;13-Jun-2025 11:29:11;72;2.03589;742.5884;2.066;689.8437;1.6699;1.47715;162.99422;NaN;NaN
164.4796;13-Jun-2025 11:30:35;73;1.74471;743.6948;2.014;689.8437;1.6551;1.18027;134.2768;0.0346;0.1067
164.48;13-Jun-2025 11:31:16;74;1.77241;743.0628;1.9428;689.8437;1.6036;1.20793;135.93828;0.03561;0.10791
164.4805;13-Jun-2025 11:31:51;75;1.72904;743.3789;1.861;689.8437;1.5275;1.23342;136.39542;NaN;NaN
164.4809;13-Jun-2025 11:32:26;76;1.72609;743.8528;1.7454;689.8437;1.4618;1.14908;120.79187;NaN;NaN
164.4813;13-Jun-2025 11:33:01;77;1.70443;743.5369;1.6336;689.8437;1.3768;1.16091;121.91159;NaN;NaN
164.4817;13-Jun-2025 11:33:35;78;1.70906;743.8528;1.6113;689.8437;1.3489;1.1873;121.04862;0.029637;0.10989
164.4821;13-Jun-2025 11:34:10;79;1.61314;743.3789;1.7819;689.8437;1.5208;0.99754;112.29857;0.025547;0.095807
164.4821;13-Jun-2025 11:34:10;80;1.81459;742.5884;1.8757;689.8437;1.5829;1.14528;129.0872;0.02868;0.0981
164.4829;13-Jun-2025 11:35:19;81;1.5777;743.0628;1.7929;689.8437;1.4933;1.01697;115.64901;0.028999;0.10091
164.4829;13-Jun-2025 11:35:19;82;1.68745;744.0107;1.9506;689.8437;1.6762;1.17962;137.31376;0.032041;0.112
164.4843;13-Jun-2025 11:37:24;1;1.50193;744.7996;1.816;689.8437;1.5861;0.997301;116.99693;0.023768;0.10486
164.4856;13-Jun-2025 11:39:17;2;1.83308;742.5884;1.78;689.8437;1.4861;1.12435;126.47044;0.028405;0.094885
164.486;13-Jun-2025 11:39:54;3;1.77139;744.3263;1.7288;689.8437;1.465;1.17206;122.87794;0.026275;0.10329
164.486;13-Jun-2025 11:39:54;4;1.73005;744.1685;1.7947;689.8437;1.5233;1.19423;129.339;0.030939;0.1097
164.4869;13-Jun-2025 11:41:04;5;1.85176;743.6948;1.6062;689.8437;1.4107;1.17805;126.20911;0.022212;0.098741
164.4873;13-Jun-2025 11:41:40;6;1.72743;744.6419;1.764;689.8437;1.522;1.17163;124.82578;0.025332;0.10671
164.4877;13-Jun-2025 11:42:13;7;1.8421;743.5369;1.4942;689.8437;1.3161;1.15242;115.76698;0.020448;0.096554
164.4881;13-Jun-2025 11:42:49;8;1.71247;744.3263;1.832;689.8437;1.5926;1.10225;122.13614;0.024105;0.10038
164.4881;13-Jun-2025 11:42:49;9;1.82107;743.2209;1.772;689.8437;1.5329;1.06688;119.30552;0.023718;0.090378
164.4889;13-Jun-2025 11:44:05;10;1.73358;744.3263;1.8056;689.8437;1.5552;1.08945;120.64052;NaN;NaN
164.4899;13-Jun-2025 11:45:31;11;2.13994;743.2209;1.3313;689.8437;1.2143;1.42043;140.67996;0.029238;0.10518
164.4903;13-Jun-2025 11:46:05;12;2.10107;743.2209;1.6625;689.8437;1.4464;1.37223;142.75993;0.027974;0.10341
164.4908;13-Jun-2025 11:46:42;13;2.21595;743.6948;1.5233;689.8437;1.3694;1.38486;139.67046;NaN;NaN
164.4912;13-Jun-2025 11:47:17;14;2.0712;743.2209;1.6088;689.8437;1.4505;1.24101;134.34827;0.019718;0.093976
164.4916;13-Jun-2025 11:47:51;15;2.02189;743.5369;2.0782;689.8437;1.7546;1.33826;154.62829;0.034286;0.10578
164.492;13-Jun-2025 11:48:26;16;1.99095;744.3263;1.6922;689.8437;1.4976;1.33367;139.81478;0.024938;0.10629
164.4923;13-Jun-2025 11:48:59;17;2.00827;744.4841;1.3011;689.8437;1.2078;1.37992;136.19015;0.028663;0.10987
164.4928;13-Jun-2025 11:49:34;18;2.11897;743.6948;1.616;689.8437;1.4157;1.41069;144.03605;0.02913;0.10556
164.4932;13-Jun-2025 11:50:10;19;1.98767;743.8528;1.4684;689.8437;1.2975;1.26528;127.81816;0.022217;0.10034
164.4952;13-Jun-2025 11:53:03;20;0.391068;720.105;1.4612;689.8437;1.3321;0.233665;60.543606;0.020427;0.11105
164.4958;13-Jun-2025 11:53:54;21;0.405165;720.105;1.4167;689.8437;1.2737;0.264449;60.544334;0.022171;0.10967
164.4962;13-Jun-2025 11:54:31;22;0.413628;743.8528;0.72255;689.5045;0.70093;0.289134;42.122014;0.023141;0.11287
